property_type,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,area_room_ratio,luxury_category,floor_category,price
0.0,3.0,4,3.0,3.0,92.0,2300.0,1,0,0,802.6666666666666,1.0,2.0,2.0
0.0,2.0,2,0.0,2.0,47.0,567.0,0,0,0,283.5,1.0,2.0,0.3
0.0,3.0,3,2.0,2.0,50.0,1467.0,1,0,1,440.0,1.0,1.0,2.0
0.0,3.0,2,4.0,3.0,75.0,1326.0,0,0,2,500.0,2.0,1.0,0.9
1.0,2.0,2,0.0,2.0,76.0,900.0,0,0,0,450.0,1.0,1.0,0.53
0.0,3.0,3,4.0,3.0,59.0,2556.0,0,0,2,766.6666666666666,2.0,2.0,1.4
1.0,3.0,2,1.0,1.0,77.0,667.0,0,0,0,1800.0,1.0,2.0,2.1
1.0,3.0,2,1.0,2.0,7.0,562.0,0,0,0,187.3333333333333,1.0,1.0,0.45
0.0,4.0,3,2.0,3.0,100.0,2167.0,0,0,0,487.5,1.0,1.0,1.0
1.0,3.0,3,1.0,2.0,32.0,540.0,0,0,0,1620.0,1.0,1.0,1.45
0.0,2.0,2,3.0,3.0,92.0,1700.0,0,0,2,550.0,0.0,2.0,1.18
0.0,2.0,2,2.0,3.0,83.0,1054.0,0,0,0,669.0,2.0,2.0,0.71
0.0,3.0,2,2.0,4.0,10.0,1117.0,0,0,0,295.0,1.0,2.0,1.4
0.0,4.0,4,4.0,0.0,77.0,2667.0,1,0,0,600.0,2.0,2.0,2.35
0.0,3.0,3,4.0,3.0,88.0,1650.0,1,0,1,701.0,1.0,2.0,2.12
0.0,2.0,2,2.0,0.0,90.0,1121.0,0,0,0,622.5,1.0,2.0,0.87
0.0,3.0,3,3.0,0.0,98.0,1533.0,1,0,0,567.6666666666666,1.0,0.0,1.25
1.0,1.0,4,3.0,0.0,11.0,603.0,0,0,0,603.0,1.0,2.0,0.92
0.0,3.0,3,4.0,3.0,102.0,1750.0,0,0,0,583.3333333333334,1.0,0.0,0.92
1.0,3.0,3,3.0,0.0,73.0,278.0,0,0,0,750.0,1.0,1.0,1.85
0.0,2.0,2,2.0,3.0,104.0,784.0,0,1,0,3801.5,1.0,0.0,0.72
1.0,5.0,5,3.0,3.0,19.0,7450.0,1,0,0,810.0,1.0,1.0,9.5
0.0,3.0,4,4.0,3.0,71.0,1833.0,1,0,1,550.0,0.0,1.0,2.29
1.0,3.0,7,4.0,0.0,17.0,1215.0,0,0,0,405.0,1.0,2.0,1.0
0.0,3.0,4,3.0,3.0,72.0,1700.0,1,0,2,566.6666666666666,2.0,2.0,2.8
0.0,4.0,5,4.0,3.0,75.0,2160.0,1,0,2,600.0,0.0,2.0,1.92
1.0,5.0,7,4.0,3.0,57.0,5850.0,1,0,2,1170.0,0.0,1.0,12.25
0.0,3.0,3,4.0,3.0,8.0,1639.0,0,0,0,483.3333333333333,2.0,1.0,2.04
1.0,8.0,8,3.0,0.0,55.0,2880.0,1,1,1,360.0,0.0,2.0,4.5
1.0,4.0,4,2.0,0.0,66.0,480.0,0,0,0,120.0,1.0,1.0,0.75
0.0,5.0,5,4.0,2.0,54.0,3305.0,1,0,0,661.0,2.0,2.0,3.3
0.0,4.0,4,4.0,1.0,70.0,3150.0,0,0,2,787.5,2.0,2.0,4.49
0.0,5.0,5,4.0,3.0,17.0,3492.0,1,0,0,776.0,0.0,2.0,4.49
0.0,4.0,4,3.0,3.0,77.0,1600.0,0,0,0,462.0,1.0,1.0,1.6
0.0,3.0,4,3.0,3.0,98.0,1755.0,1,0,0,650.0,0.0,2.0,0.9
0.0,3.0,4,4.0,3.0,88.0,1890.0,1,0,1,698.6666666666666,2.0,0.0,2.29
0.0,2.0,2,1.0,3.0,100.0,657.0,0,0,2,295.5,1.0,2.0,0.42
0.0,4.0,6,4.0,1.0,30.0,2778.0,1,0,1,625.0,1.0,2.0,4.8
0.0,2.0,2,3.0,3.0,14.0,1167.0,1,0,0,525.0,0.0,2.0,0.97
1.0,2.0,4,4.0,2.0,39.0,1460.0,0,0,0,730.0,1.0,2.0,4.6
0.0,3.0,3,0.0,1.0,44.0,1820.0,0,0,0,630.0,2.0,1.0,1.35
0.0,2.0,2,2.0,2.0,28.0,1100.0,0,0,2,572.5,1.0,0.0,0.75
1.0,2.0,6,4.0,2.0,26.0,1440.0,0,0,0,720.0,1.0,2.0,3.5
1.0,3.0,3,3.0,0.0,57.0,2259.0,1,0,0,753.0,1.0,1.0,7.1
0.0,2.0,2,1.0,4.0,68.0,1035.0,0,0,0,575.0,1.0,2.0,1.55
1.0,5.0,7,2.0,0.0,57.0,7000.0,1,0,1,1400.0,1.0,2.0,10.0
1.0,3.0,3,2.0,4.0,96.0,1423.0,0,0,0,474.3333333333333,1.0,1.0,1.25
0.0,3.0,3,3.0,3.0,15.0,1550.0,0,0,2,581.6666666666666,1.0,2.0,1.75
0.0,3.0,3,0.0,1.0,105.0,1997.0,0,0,0,665.6666666666666,1.0,0.0,1.3
0.0,3.0,4,4.0,3.0,88.0,1893.0,1,0,1,701.0,0.0,0.0,2.4
0.0,4.0,5,4.0,3.0,92.0,2531.0,1,0,0,703.0,0.0,1.0,2.15
0.0,4.0,4,2.0,3.0,75.0,1878.0,0,0,0,521.75,0.0,1.0,2.0
1.0,3.0,3,2.0,2.0,28.0,594.0,0,0,2,198.0,1.0,1.0,1.15
1.0,4.0,4,2.0,1.0,49.0,3240.0,1,0,0,810.0,1.0,2.0,11.0
1.0,6.0,4,3.0,2.0,62.0,2700.0,1,0,2,450.0,1.0,2.0,5.6
0.0,2.0,2,2.0,1.0,13.0,622.0,0,0,0,280.0,1.0,0.0,0.5
0.0,2.0,2,0.0,3.0,16.0,761.0,0,0,0,386.5,1.0,0.0,0.33
0.0,3.0,3,3.0,3.0,43.0,1700.0,0,0,0,600.0,0.0,2.0,1.08
0.0,2.0,3,2.0,3.0,67.0,1395.0,0,0,0,775.0,2.0,2.0,2.5
0.0,2.0,2,1.0,1.0,98.0,574.0,0,0,0,313.0,1.0,2.0,0.4
0.0,2.0,2,2.0,3.0,8.0,824.0,0,0,0,457.5,2.0,2.0,0.96
0.0,3.0,4,3.0,3.0,98.0,1674.0,1,1,0,643.3333333333334,2.0,2.0,0.85
1.0,3.0,3,2.0,2.0,34.0,1350.0,0,0,2,450.0,2.0,1.0,4.5
1.0,4.0,4,3.0,3.0,31.0,2500.0,1,0,2,625.0,1.0,1.0,2.9
1.0,5.0,6,0.0,0.0,57.0,3240.0,0,0,0,648.0,1.0,1.0,11.5
0.0,3.0,3,3.0,3.0,91.0,1643.0,0,0,0,608.3333333333334,2.0,0.0,0.9
0.0,4.0,5,4.0,3.0,92.0,2531.0,0,0,0,793.25,2.0,2.0,2.2
1.0,8.0,8,4.0,0.0,63.0,2471.0,0,0,2,308.875,1.0,1.0,7.25
0.0,3.0,3,3.0,1.0,70.0,2700.0,0,0,0,366.6666666666667,1.0,2.0,3.25
0.0,3.0,4,4.0,3.0,83.0,1800.0,1,0,2,666.6666666666666,0.0,2.0,1.08
0.0,2.0,2,2.0,3.0,40.0,1275.0,0,0,0,637.5,1.0,2.0,1.1
0.0,3.0,4,3.0,3.0,15.0,1860.0,1,0,0,698.3333333333334,0.0,0.0,2.2
0.0,5.0,6,4.0,1.0,89.0,5711.0,1,0,0,1026.6,2.0,2.0,3.85
0.0,2.0,2,3.0,3.0,77.0,1215.0,0,0,0,675.0,1.0,2.0,1.15
1.0,9.0,9,3.0,3.0,61.0,60.0,1,0,1,646.0,1.0,0.0,2.0
0.0,3.0,3,3.0,0.0,89.0,1673.0,0,0,0,606.0,1.0,0.0,1.85
0.0,3.0,4,2.0,3.0,101.0,1350.0,0,0,2,601.6666666666666,2.0,0.0,1.45
1.0,4.0,4,4.0,2.0,57.0,2160.0,1,0,0,540.0,2.0,1.0,6.8
0.0,2.0,2,1.0,2.0,47.0,900.0,0,0,0,450.0,1.0,1.0,0.6
0.0,3.0,2,2.0,3.0,13.0,717.0,0,0,0,215.0,1.0,2.0,0.5
1.0,3.0,3,2.0,3.0,0.0,1935.0,0,0,2,645.0,2.0,2.0,2.55
0.0,3.0,3,3.0,3.0,15.0,1571.0,0,0,0,581.6666666666666,2.0,2.0,1.68
0.0,3.0,3,4.0,1.0,77.0,1950.0,1,0,0,658.6666666666666,2.0,2.0,1.64
0.0,2.0,2,2.0,1.0,68.0,1389.0,0,0,0,625.0,1.0,2.0,1.85
1.0,4.0,3,3.0,0.0,39.0,1449.0,0,1,2,362.25,2.0,1.0,3.5
0.0,2.0,2,1.0,3.0,44.0,850.0,0,0,2,462.5,0.0,2.0,0.35
0.0,3.0,3,3.0,0.0,7.0,1833.0,0,0,0,550.0,1.0,1.0,1.1
0.0,2.0,2,1.0,4.0,82.0,844.0,0,0,0,380.0,2.0,2.0,0.5
0.0,5.0,5,4.0,3.0,55.0,3704.0,1,0,0,823.8,1.0,0.0,4.79
0.0,4.0,4,3.0,3.0,92.0,2600.0,1,0,0,703.0,1.0,2.0,2.17
1.0,6.0,4,2.0,0.0,53.0,1467.0,0,0,0,244.5,1.0,1.0,4.3
0.0,3.0,4,2.0,3.0,75.0,1665.0,0,0,0,616.6666666666666,0.0,1.0,1.76
0.0,4.0,4,3.0,3.0,71.0,1650.0,0,0,2,412.5,2.0,1.0,2.8
0.0,3.0,3,3.0,3.0,90.0,1562.0,1,0,2,606.0,2.0,0.0,1.1
0.0,3.0,4,4.0,1.0,9.0,1729.0,1,0,0,663.6666666666666,1.0,2.0,1.12
0.0,2.0,2,2.0,3.0,66.0,900.0,0,0,0,446.5,1.0,1.0,0.4
0.0,3.0,3,4.0,0.0,63.0,1900.0,1,0,2,750.0,2.0,2.0,1.55
0.0,3.0,3,3.0,4.0,96.0,1423.0,0,0,0,261.0,2.0,2.0,1.33
0.0,4.0,4,3.0,0.0,57.0,11111.0,1,0,0,2500.0,1.0,2.0,8.5
1.0,2.0,2,2.0,0.0,11.0,56.0,0,0,0,225.0,1.0,1.0,0.38
0.0,4.0,4,4.0,3.0,72.0,2210.0,1,0,2,602.5,0.0,1.0,3.4
0.0,3.0,4,3.0,3.0,72.0,2000.0,1,0,2,733.3333333333334,2.0,2.0,3.45
1.0,5.0,5,4.0,3.0,33.0,3096.0,1,1,0,619.2,1.0,1.0,11.0
0.0,3.0,1,3.0,0.0,100.0,1316.0,0,0,2,394.6666666666667,2.0,1.0,0.56
0.0,4.0,6,4.0,3.0,9.0,2711.0,1,0,0,718.75,2.0,2.0,2.14
1.0,3.0,3,2.0,2.0,7.0,45.0,0,0,0,135.0,1.0,2.0,0.65
1.0,5.0,7,3.0,0.0,54.0,2727.0,1,0,2,545.4,2.0,1.0,5.15
0.0,3.0,3,4.0,1.0,96.0,1935.0,1,0,0,716.6666666666666,1.0,0.0,1.85
0.0,3.0,4,3.0,3.0,92.0,2400.0,1,0,0,796.6666666666666,0.0,2.0,1.93
0.0,3.0,3,3.0,4.0,71.0,1867.0,0,0,0,622.3333333333334,2.0,0.0,2.8
0.0,4.0,4,4.0,3.0,10.0,2800.0,1,1,2,787.5,0.0,0.0,2.52
0.0,3.0,3,1.0,1.0,44.0,1634.0,1,0,0,600.0,1.0,2.0,0.99
0.0,4.0,6,4.0,0.0,61.0,2700.0,1,1,2,750.0,2.0,0.0,7.0
1.0,2.0,2,2.0,2.0,23.0,1426.0,0,0,0,713.0,1.0,2.0,1.5
0.0,4.0,5,4.0,1.0,79.0,2615.0,1,0,0,727.0,2.0,0.0,4.1
0.0,1.0,1,0.0,3.0,89.0,650.0,0,0,0,650.0,1.0,2.0,0.62
0.0,2.0,2,3.0,3.0,94.0,1611.0,0,0,0,725.0,2.0,2.0,1.0
0.0,2.0,2,1.0,3.0,105.0,606.0,0,0,0,272.5,2.0,2.0,0.35
0.0,5.0,6,4.0,0.0,58.0,5200.0,1,1,2,1040.2,0.0,0.0,3.55
0.0,2.0,2,4.0,3.0,89.0,1292.0,0,0,2,719.5,2.0,2.0,0.94
1.0,3.0,10,4.0,1.0,53.0,1065.0,0,0,0,355.0,1.0,2.0,0.95
0.0,3.0,4,4.0,3.0,85.0,2130.0,1,0,0,788.6666666666666,0.0,2.0,2.01
0.0,4.0,4,4.0,2.0,40.0,4809.0,1,0,2,1082.0,2.0,0.0,3.25
0.0,2.0,2,2.0,4.0,68.0,1333.0,0,0,0,600.0,1.0,1.0,1.5
0.0,3.0,3,2.0,3.0,75.0,1377.0,0,0,0,526.0,0.0,1.0,1.44
0.0,1.0,1,1.0,1.0,102.0,405.0,0,0,0,431.0,1.0,2.0,0.26
0.0,3.0,3,2.0,3.0,77.0,2167.0,0,0,0,650.0,2.0,2.0,1.65
0.0,3.0,3,3.0,3.0,83.0,1822.0,0,0,0,607.3333333333334,1.0,0.0,1.2
0.0,2.0,2,2.0,3.0,77.0,1444.0,0,0,0,650.0,2.0,2.0,1.1
1.0,4.0,5,2.0,2.0,28.0,5200.0,0,0,0,1300.0,1.0,1.0,5.2
0.0,3.0,3,2.0,3.0,75.0,1420.0,0,0,0,526.6666666666666,2.0,1.0,1.4
1.0,4.0,3,0.0,2.0,7.0,2504.0,0,0,0,626.0,1.0,1.0,2.1
0.0,3.0,3,3.0,4.0,75.0,1893.0,0,0,0,568.0,1.0,0.0,1.8
0.0,3.0,2,3.0,3.0,85.0,1570.0,0,0,0,523.3333333333334,1.0,2.0,1.7
1.0,5.0,5,2.0,0.0,33.0,3375.0,0,0,2,675.0,2.0,1.0,9.9
0.0,3.0,3,3.0,3.0,77.0,1523.0,1,0,0,387.0,2.0,2.0,1.62
1.0,6.0,6,2.0,2.0,28.0,3611.0,0,0,0,541.6666666666666,1.0,1.0,5.0
0.0,4.0,4,4.0,3.0,98.0,3030.0,1,0,2,681.75,2.0,2.0,1.99
1.0,5.0,5,4.0,2.0,34.0,3240.0,1,1,2,648.0,2.0,1.0,12.5
0.0,3.0,3,4.0,2.0,84.0,2176.0,1,0,0,725.3333333333334,2.0,2.0,1.1
0.0,2.0,2,2.0,3.0,92.0,1190.0,1,1,0,485.0,2.0,2.0,1.2
1.0,2.0,2,1.0,3.0,7.0,1700.0,0,0,0,850.0,1.0,2.0,1.4
0.0,2.0,2,4.0,1.0,77.0,1174.0,0,0,2,652.0,2.0,0.0,1.34
0.0,3.0,2,3.0,3.0,100.0,2350.0,0,0,0,783.3333333333334,1.0,1.0,1.1
0.0,2.0,2,3.0,4.0,92.0,1127.0,0,0,0,447.0,2.0,0.0,1.3
0.0,2.0,2,3.0,3.0,88.0,1361.0,0,0,2,608.0,2.0,0.0,0.64
1.0,3.0,3,3.0,0.0,48.0,900.0,0,1,0,300.0,1.0,2.0,2.15
0.0,3.0,3,3.0,3.0,90.0,1544.0,1,0,2,633.3333333333334,2.0,2.0,1.8
0.0,3.0,4,3.0,3.0,8.0,1934.0,1,0,0,770.0,2.0,0.0,2.15
0.0,2.0,2,3.0,1.0,98.0,1170.0,0,0,0,650.0,1.0,0.0,0.7
0.0,4.0,5,4.0,3.0,88.0,3062.0,1,0,2,675.0,0.0,2.0,3.3
0.0,4.0,4,4.0,0.0,53.0,2850.0,0,1,2,750.0,2.0,2.0,1.8
0.0,4.0,4,4.0,3.0,10.0,3057.0,1,0,2,737.5,0.0,0.0,2.6
1.0,1.0,1,0.0,0.0,37.0,750.0,0,0,0,750.0,1.0,1.0,0.55
1.0,1.0,1,0.0,0.0,37.0,1000.0,0,0,0,1000.0,1.0,1.0,0.6
0.0,1.0,1,1.0,3.0,90.0,520.0,0,0,1,468.0,2.0,2.0,0.4
0.0,3.0,2,1.0,4.0,43.0,1900.0,1,0,0,666.6666666666666,2.0,2.0,1.2
0.0,3.0,3,3.0,4.0,96.0,1064.0,0,1,0,319.3333333333333,2.0,2.0,1.2
0.0,2.0,2,4.0,1.0,85.0,1166.0,0,0,0,647.5,2.0,1.0,0.78
1.0,4.0,5,4.0,3.0,36.0,2844.0,1,1,2,711.0,2.0,2.0,11.75
0.0,2.0,2,1.0,1.0,98.0,767.0,0,0,0,345.0,1.0,1.0,0.47
0.0,2.0,2,3.0,3.0,91.0,1449.0,0,0,2,805.0,2.0,2.0,1.2
0.0,3.0,3,3.0,0.0,13.0,1708.0,0,0,2,647.6666666666666,2.0,2.0,1.21
0.0,3.0,3,3.0,3.0,8.0,1667.0,0,0,0,617.3333333333334,2.0,2.0,1.95
0.0,2.0,2,2.0,1.0,103.0,670.0,0,0,2,331.0,2.0,0.0,0.41
0.0,4.0,5,3.0,0.0,55.0,3356.0,1,0,1,755.0,1.0,2.0,3.6
1.0,2.0,2,2.0,0.0,11.0,61.0,0,0,0,274.5,1.0,1.0,0.61
0.0,4.0,4,4.0,3.0,65.0,4254.0,1,1,2,957.25,0.0,0.0,5.0
0.0,4.0,4,4.0,0.0,98.0,1994.0,0,0,0,623.0,1.0,2.0,1.8
0.0,2.0,2,2.0,1.0,20.0,1418.0,0,0,0,638.0,2.0,0.0,1.5
0.0,2.0,2,2.0,0.0,75.0,1100.0,0,0,0,550.0,1.0,2.0,0.75
1.0,2.0,3,4.0,1.0,77.0,1319.0,0,0,0,593.5,0.0,2.0,0.92
0.0,3.0,4,3.0,4.0,82.0,2937.0,0,0,0,979.0,1.0,2.0,3.5
0.0,2.0,2,2.0,3.0,13.0,543.0,0,0,0,249.0,1.0,0.0,0.28
0.0,4.0,5,4.0,3.0,89.0,2282.0,1,0,0,633.75,2.0,0.0,1.38
1.0,2.0,4,1.0,0.0,66.0,713.0,0,0,0,356.5,2.0,2.0,0.75
0.0,2.0,2,3.0,3.0,9.0,1335.0,0,1,2,625.0,0.0,2.0,1.01
0.0,3.0,3,3.0,3.0,72.0,2874.0,1,1,0,833.3333333333334,2.0,0.0,4.6
0.0,2.0,2,2.0,3.0,73.0,1296.0,0,0,0,648.0,2.0,1.0,1.3
0.0,3.0,3,3.0,1.0,8.0,1567.0,0,0,0,617.3333333333334,2.0,2.0,2.12
1.0,4.0,5,4.0,1.0,57.0,4500.0,1,0,2,1125.0,2.0,2.0,3.99
0.0,2.0,2,1.0,1.0,88.0,704.0,0,0,1,317.0,2.0,0.0,0.5
0.0,3.0,2,3.0,4.0,41.0,973.0,0,0,0,360.3333333333333,1.0,2.0,0.72
1.0,7.0,6,4.0,0.0,53.0,1728.0,0,0,1,246.8571428571429,2.0,2.0,4.6
0.0,2.0,2,4.0,1.0,85.0,1277.0,0,0,0,585.5,2.0,0.0,0.71
0.0,1.0,1,1.0,3.0,9.0,400.0,0,0,0,352.0,1.0,2.0,0.23
0.0,3.0,3,4.0,3.0,13.0,1554.0,0,0,2,485.6666666666667,0.0,2.0,1.3
0.0,3.0,3,4.0,3.0,8.0,2099.0,0,1,0,629.6666666666666,1.0,2.0,1.9
0.0,2.0,2,3.0,3.0,81.0,1250.0,0,1,0,569.5,0.0,2.0,1.52
0.0,2.0,2,2.0,1.0,96.0,1226.0,0,1,0,551.5,2.0,2.0,1.1
0.0,2.0,2,2.0,3.0,89.0,1287.0,0,0,0,711.0,2.0,2.0,0.85
0.0,3.0,3,3.0,3.0,71.0,1485.0,1,0,2,550.0,0.0,1.0,2.36
0.0,3.0,3,3.0,3.0,85.0,1355.0,0,0,0,501.6666666666667,0.0,2.0,1.28
1.0,5.0,4,4.0,1.0,12.0,4000.0,1,1,0,800.0,0.0,0.0,5.6
0.0,2.0,2,2.0,1.0,103.0,571.0,0,0,0,257.0,1.0,0.0,0.45
1.0,4.0,4,4.0,2.0,34.0,4518.0,0,0,0,1129.5,1.0,2.0,5.8
0.0,1.0,1,1.0,3.0,42.0,450.0,0,0,0,500.0,1.0,2.0,0.45
1.0,2.0,2,1.0,1.0,24.0,700.0,0,0,0,350.0,1.0,1.0,0.71
0.0,3.0,3,3.0,3.0,83.0,1735.0,0,0,0,736.0,1.0,2.0,1.4
0.0,3.0,4,3.0,0.0,54.0,4778.0,0,0,0,1433.3333333333333,2.0,0.0,5.0
1.0,3.0,9,4.0,1.0,28.0,1557.0,1,0,2,519.0,2.0,2.0,3.65
0.0,3.0,3,3.0,1.0,73.0,1575.0,0,0,0,583.3333333333334,1.0,0.0,2.0
1.0,2.0,6,4.0,3.0,5.0,1215.0,0,0,0,607.5,1.0,2.0,2.1
1.0,3.0,4,4.0,1.0,50.0,1935.0,1,0,2,645.0,2.0,2.0,1.95
0.0,1.0,1,1.0,0.0,78.0,869.0,0,0,0,870.0,2.0,2.0,1.0
0.0,3.0,3,4.0,3.0,77.0,1718.0,0,0,2,716.6666666666666,0.0,0.0,2.5
1.0,3.0,3,2.0,0.0,57.0,2160.0,1,0,2,720.0,2.0,1.0,7.5
1.0,1.0,1,0.0,0.0,47.0,450.0,0,0,0,450.0,1.0,1.0,0.4
0.0,3.0,4,4.0,3.0,85.0,1690.0,1,0,0,716.6666666666666,0.0,2.0,1.72
1.0,4.0,4,3.0,0.0,61.0,1440.0,1,0,2,360.0,1.0,2.0,3.75
1.0,2.0,4,2.0,2.0,76.0,1072.0,0,0,0,536.0,1.0,2.0,1.2
0.0,3.0,4,3.0,0.0,6.0,2226.0,1,0,0,867.0,2.0,2.0,0.95
0.0,2.0,2,0.0,3.0,85.0,1295.0,0,0,0,647.5,1.0,0.0,0.9
0.0,2.0,2,3.0,3.0,89.0,1383.0,0,0,0,622.5,1.0,2.0,0.8
0.0,4.0,4,4.0,3.0,98.0,2128.0,1,0,0,591.0,2.0,1.0,1.55
0.0,3.0,3,3.0,3.0,71.0,1829.0,0,0,0,609.6666666666666,2.0,0.0,2.78
0.0,2.0,2,1.0,1.0,98.0,648.0,0,0,0,300.0,1.0,2.0,0.5
0.0,4.0,4,4.0,0.0,93.0,2033.0,1,0,2,589.0,2.0,0.0,1.55
1.0,4.0,3,2.0,1.0,75.0,1800.0,0,0,1,450.0,2.0,2.0,2.95
0.0,3.0,3,3.0,1.0,71.0,1717.0,1,1,0,572.3333333333334,2.0,2.0,4.6
0.0,2.0,2,3.0,3.0,74.0,1130.0,0,0,2,622.5,2.0,2.0,1.13
0.0,4.0,6,4.0,3.0,19.0,3655.35,1,0,2,1212.0,0.0,2.0,5.6
0.0,3.0,3,3.0,3.0,88.0,1650.0,0,0,2,603.3333333333334,2.0,2.0,1.45
0.0,3.0,3,4.0,3.0,44.0,1840.0,1,0,0,663.3333333333334,1.0,1.0,1.43
1.0,3.0,5,4.0,2.0,34.0,1800.0,0,0,2,600.0,1.0,2.0,6.0
0.0,3.0,3,2.0,3.0,75.0,1420.0,0,0,0,526.0,2.0,0.0,1.4
0.0,3.0,4,3.0,3.0,73.0,2010.0,1,0,2,786.0,0.0,0.0,3.4
0.0,3.0,4,4.0,3.0,88.0,2090.0,1,0,1,697.3333333333334,0.0,0.0,2.25
0.0,4.0,4,2.0,3.0,75.0,1809.0,0,0,0,503.25,2.0,2.0,1.7
0.0,2.0,2,3.0,3.0,92.0,1300.0,0,1,0,458.0,2.0,0.0,1.22
0.0,2.0,2,2.0,4.0,82.0,823.0,0,0,0,370.5,1.0,2.0,0.55
1.0,3.0,3,3.0,0.0,64.0,1650.0,0,1,2,550.0,2.0,1.0,4.75
0.0,2.0,2,1.0,4.0,93.0,1224.0,0,0,0,680.0,1.0,0.0,0.74
0.0,3.0,3,3.0,3.0,73.0,2048.0,0,1,1,682.6666666666666,0.0,1.0,2.8
1.0,3.0,3,0.0,2.0,37.0,210.0,0,0,0,486.0,1.0,1.0,1.5
1.0,2.0,4,2.0,0.0,76.0,1102.0,0,0,0,496.0,1.0,2.0,1.16
0.0,3.0,4,2.0,3.0,101.0,1350.0,0,0,2,604.0,2.0,0.0,1.25
0.0,3.0,3,2.0,3.0,71.0,1650.0,1,0,0,550.0,2.0,2.0,2.8
0.0,1.0,1,0.0,3.0,66.0,484.0,0,0,0,484.0,1.0,1.0,0.21
0.0,1.0,1,1.0,3.0,42.0,436.0,0,0,0,392.0,1.0,2.0,0.4
1.0,5.0,6,4.0,3.0,72.0,6667.0,1,1,2,1200.0,2.0,2.0,19.0
0.0,3.0,4,2.0,3.0,92.0,1616.0,1,0,2,706.6666666666666,1.0,2.0,1.25
0.0,3.0,3,3.0,0.0,64.0,2025.0,0,0,0,750.0,2.0,2.0,2.5
0.0,4.0,5,4.0,3.0,12.0,1535.0,1,0,0,588.75,1.0,0.0,1.32
0.0,2.0,2,1.0,3.0,13.0,491.0,0,0,0,325.0,2.0,0.0,0.5
0.0,2.0,2,3.0,3.0,92.0,1630.0,0,1,0,810.0,0.0,2.0,1.11
1.0,5.0,5,4.0,1.0,72.0,3240.0,1,1,2,648.0,2.0,2.0,12.0
0.0,3.0,4,4.0,3.0,92.0,2020.0,1,0,0,802.6666666666666,0.0,2.0,2.1
1.0,5.0,7,4.0,0.0,57.0,3240.0,1,0,2,648.0,0.0,2.0,10.45
0.0,4.0,4,0.0,3.0,73.0,2556.0,0,0,0,575.0,1.0,2.0,1.85
0.0,2.0,2,2.0,1.0,96.0,1105.0,0,0,0,552.5,1.0,1.0,0.9
1.0,5.0,5,2.0,2.0,21.0,1350.0,0,0,0,270.0,1.0,2.0,2.0
0.0,1.0,1,0.0,3.0,90.0,700.0,0,0,0,700.0,1.0,2.0,0.65
0.0,3.0,2,3.0,3.0,90.0,1580.0,0,0,0,585.0,1.0,0.0,1.15
0.0,4.0,5,4.0,3.0,92.0,2017.0,1,0,2,640.0,2.0,2.0,1.49
0.0,3.0,3,3.0,3.0,14.0,1654.0,0,0,0,653.6666666666666,0.0,2.0,0.8
0.0,4.0,5,4.0,3.0,13.0,2491.0,1,0,0,692.0,1.0,0.0,1.65
0.0,3.0,3,2.0,4.0,43.0,1439.0,0,0,0,431.6666666666667,1.0,1.0,1.1
1.0,4.0,2,2.0,3.0,36.0,1458.0,0,0,0,364.5,1.0,1.0,2.58
0.0,4.0,5,3.0,3.0,44.0,2337.0,1,0,0,650.0,1.0,2.0,1.4
0.0,2.0,2,1.0,3.0,73.0,657.0,0,0,2,295.5,1.0,2.0,0.53
0.0,3.0,3,0.0,3.0,100.0,1415.0,0,0,0,524.0,2.0,1.0,0.85
1.0,5.0,5,2.0,2.0,0.0,3323.0,1,0,0,664.6,1.0,2.0,9.85
1.0,8.0,9,4.0,1.0,28.0,7200.0,1,0,0,900.0,2.0,1.0,19.5
0.0,3.0,3,2.0,4.0,73.0,1342.0,0,0,0,575.6666666666666,1.0,2.0,2.0
0.0,3.0,3,3.0,3.0,14.0,1711.0,0,1,2,537.0,0.0,0.0,2.33
0.0,3.0,3,3.0,3.0,15.0,1886.0,1,0,0,698.3333333333334,2.0,0.0,2.22
0.0,2.0,2,4.0,3.0,44.0,1430.0,0,0,0,715.0,2.0,0.0,0.75
0.0,3.0,3,4.0,4.0,96.0,1944.0,0,0,0,583.3333333333334,2.0,2.0,1.7
0.0,3.0,5,3.0,3.0,77.0,2167.0,1,0,0,650.0,0.0,2.0,1.6
0.0,4.0,4,3.0,3.0,100.0,2518.0,1,0,0,566.5,2.0,2.0,1.18
0.0,4.0,4,3.0,0.0,59.0,2100.0,0,0,0,525.0,1.0,1.0,1.55
0.0,2.0,2,2.0,1.0,96.0,1371.0,0,0,0,617.0,1.0,1.0,0.97
1.0,2.0,4,1.0,0.0,37.0,981.0,0,0,0,490.5,1.0,1.0,0.8
1.0,4.0,3,2.0,0.0,6.0,1284.0,0,0,0,289.0,1.0,2.0,1.85
0.0,3.0,4,4.0,3.0,88.0,2394.0,1,0,2,886.6666666666666,0.0,0.0,2.22
0.0,2.0,2,2.0,1.0,93.0,1360.0,0,0,0,680.0,2.0,2.0,0.78
0.0,3.0,4,4.0,3.0,9.0,3716.0,1,0,2,1114.6666666666667,1.0,2.0,1.9
0.0,3.0,3,3.0,3.0,90.0,1544.0,1,0,0,633.3333333333334,2.0,2.0,1.48
