property_type,price,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,1.25,2.0,2,3,Relatively New,sector 70,1215.0,0,0,0,Low,Mid Floor
flat,2.0,3.0,4,3+,New Property,sector 95,1959.0,1,0,0,Low,Mid Floor
flat,1.47,2.0,2,2,Under Construction,sector 61,1333.0,0,0,0,Medium,Low Floor
house,8.4,4.0,5,3+,Moderately Old,sector 48,4000.0,1,0,2,Low,Low Floor
flat,2.4,3.0,3,3,Relatively New,sector 65,1600.0,1,0,2,Low,Mid Floor
flat,1.45,2.0,2,2,Relatively New,sector 113,1076.0,0,0,0,Medium,Mid Floor
flat,2.1,4.0,4,3,Relatively New,sector 85,2600.0,1,0,0,Low,Mid Floor
flat,2.3,3.0,4,3+,Moderately Old,sector 104,2205.0,1,0,0,Medium,Mid Floor
flat,1.4,3.0,3,3+,Relatively New,sector 109,1466.0,0,0,0,Low,Mid Floor
house,4.0,5.0,4,1,Moderately Old,sector 11,2025.0,0,0,0,Low,Low Floor
flat,1.45,3.0,3,3,Relatively New,sector 102,1311.0,1,0,0,High,Mid Floor
flat,0.9,3.0,3,3,Moderately Old,sector 37c,1537.0,0,0,2,Medium,Mid Floor
flat,0.8,2.0,2,2,New Property,sector 79,1688.0,0,0,0,Low,High Floor
house,4.4,6.0,6,3,Moderately Old,sector 49,2880.0,1,1,1,Medium,Mid Floor
flat,1.21,3.0,3,3+,Relatively New,sector 90,1572.0,0,0,0,Medium,High Floor
flat,3.7,4.0,5,3,Relatively New,sector 60,2520.0,1,0,2,High,Mid Floor
house,11.5,5.0,6,3+,Relatively New,sector 33,4680.0,1,0,0,Medium,Mid Floor
flat,0.99,3.0,5,3+,Relatively New,sector 37c,1400.0,1,0,0,Low,Mid Floor
flat,4.21,5.0,6,3+,Relatively New,sector 49,3202.0,1,0,0,Low,High Floor
flat,2.65,2.0,2,3,New Property,sector 65,1433.0,0,0,0,Low,Mid Floor
house,0.75,2.0,4,3,Moderately Old,sector 4,640.0,0,0,0,Low,Low Floor
flat,1.07,3.0,3,2,Under Construction,sector 37,1450.0,0,0,0,Medium,Low Floor
flat,1.26,2.0,2,2,Relatively New,sector 102,1094.0,0,0,0,Medium,Mid Floor
flat,1.6,3.0,3,3,New Property,sector 70,1750.0,1,0,0,Medium,Low Floor
flat,1.15,3.0,2,3+,Relatively New,sector 81,1459.0,0,0,2,Medium,Mid Floor
flat,3.2,4.0,3,2,Relatively New,sector 65,3150.0,1,0,0,Low,Low Floor
flat,1.4,3.0,3,3,Relatively New,sector 83,1383.0,1,1,2,High,Low Floor
house,5.75,4.0,4,2,Under Construction,sector 43,2430.0,1,1,1,High,Mid Floor
house,9.0,8.0,5,3+,Old Property,sector 41,3240.0,1,1,2,Low,Mid Floor
house,0.49,2.0,1,0,Old Property,sector 10,530.0,0,0,0,Low,Low Floor
house,0.5,2.0,2,0,Moderately Old,sector 105,100.0,0,0,0,Low,Low Floor
flat,1.6,2.0,2,3,Moderately Old,sector 102,1368.0,0,0,0,Low,High Floor
flat,2.4,3.0,3,3,Relatively New,sector 70,1935.0,1,0,0,Medium,High Floor
flat,2.09,4.0,4,3,Relatively New,sector 85,2600.0,1,0,0,Low,Mid Floor
flat,3.6,4.0,4,3,Moderately Old,sector 61,2566.0,1,0,2,Medium,Mid Floor
flat,1.27,3.0,4,3,Relatively New,sector 86,1800.0,1,0,0,Medium,High Floor
house,31.5,7.0,9,3+,Moderately Old,sector 26,9000.0,1,1,1,Medium,Mid Floor
house,19.5,5.0,6,3,Moderately Old,sector 48,8775.0,1,1,2,Medium,Low Floor
flat,1.09,2.0,2,3,Relatively New,sector 85,1638.0,0,1,0,High,Mid Floor
flat,2.45,3.0,3,3,Relatively New,sector 113,2003.0,0,0,0,Medium,Mid Floor
flat,1.6,3.0,3,3,Old Property,sector 48,1700.0,0,0,2,Medium,High Floor
flat,0.95,2.0,2,3+,Under Construction,sector 2,1050.0,0,0,0,Medium,Mid Floor
flat,1.7,4.0,4,3+,Moderately Old,sector 90,1994.0,1,0,0,Low,High Floor
house,1.6,4.0,4,3,New Property,sector 49,60.0,0,0,2,Low,Mid Floor
flat,2.4,3.0,4,3+,Relatively New,sector 113,1940.0,1,0,0,Low,Mid Floor
flat,1.99,2.0,2,2,New Property,sector 22,1285.0,1,0,0,Low,Mid Floor
flat,1.1,2.0,2,3,Relatively New,sector 85,1600.0,0,0,0,High,Mid Floor
flat,1.23,2.0,2,3,Relatively New,sector 70,1215.0,0,0,0,Low,Low Floor
flat,1.25,3.0,4,3+,Relatively New,sector 104,1660.0,1,0,0,Medium,High Floor
flat,1.0,3.0,3,3+,Under Construction,sector 37c,1688.0,0,0,0,Medium,Mid Floor
flat,3.5,3.0,4,3,Relatively New,sector 67,2490.0,1,0,2,Medium,High Floor
flat,3.5,4.0,5,3+,Relatively New,sector 72,2625.0,1,0,0,Low,High Floor
flat,1.47,2.0,2,3,New Property,sector 79,93.0,0,0,0,Medium,Mid Floor
flat,1.25,2.0,2,2,Relatively New,sector 85,1934.0,0,0,2,Low,High Floor
house,3.8,2.0,8,3+,Relatively New,sector 57,1458.0,0,1,2,Medium,Mid Floor
flat,2.5,4.0,5,3+,Relatively New,sector 102,2600.0,1,0,2,High,Mid Floor
flat,1.3,3.0,2,3,Moderately Old,sector 109,1692.0,0,0,0,Medium,High Floor
flat,0.85,3.0,3,3,Relatively New,sector 92,1791.0,0,0,0,Medium,Low Floor
flat,2.22,3.0,4,3+,Relatively New,sector 102,2000.0,1,0,0,Medium,High Floor
house,4.12,2.0,1,3+,Moderately Old,sector 105,4635.0,0,0,0,Low,Low Floor
flat,1.35,3.0,3,3,Relatively New,sector 79,2161.0,0,0,0,Low,Mid Floor
flat,4.52,5.0,5,3+,Moderately Old,sector 49,3704.0,1,0,0,Low,High Floor
flat,1.1,3.0,3,3,Relatively New,sector 79,1151.0,0,0,0,Medium,High Floor
flat,1.65,4.0,3,3,Relatively New,sector 77,1755.0,1,0,0,Medium,Mid Floor
house,3.75,4.0,4,3+,Old Property,sector 5,1836.0,0,0,2,Low,Mid Floor
house,8.5,4.0,5,3+,Moderately Old,sector 48,4000.0,1,0,2,Low,Low Floor
house,0.7,3.0,2,1,New Property,sector 4,684.0,0,0,0,Low,Low Floor
house,3.5,3.0,3,1,Old Property,sector 10,2000.0,0,0,0,Low,Low Floor
flat,1.8,3.0,4,3,Relatively New,sector 83,1546.0,1,1,2,High,Mid Floor
house,1.55,3.0,2,0,Relatively New,sector 109,2360.0,0,0,0,Low,Low Floor
flat,0.9,3.0,2,3,Relatively New,sector 92,1233.0,0,0,0,Medium,High Floor
flat,0.45,2.0,2,1,Relatively New,sector 102,566.0,0,0,1,Medium,High Floor
flat,0.82,2.0,2,3+,Relatively New,sector 107,1230.0,0,0,0,Medium,Mid Floor
house,4.35,4.0,4,3+,Relatively New,sector 103,3222.0,1,1,0,Medium,Low Floor
flat,2.45,2.0,2,2,New Property,sector 62,1200.0,0,0,1,High,Mid Floor
flat,1.75,3.0,3,3+,New Property,sector 88a,1306.0,0,0,0,Medium,Mid Floor
flat,4.95,3.0,3,3,Relatively New,sector 65,2801.0,1,0,2,Medium,Mid Floor
flat,2.22,3.0,4,3,Relatively New,sector 109,1860.0,1,1,0,Low,High Floor
flat,4.94,3.0,4,3,Moderately Old,sector 65,2739.0,1,0,0,High,High Floor
flat,4.25,3.0,4,3,Under Construction,sector 59,2066.0,0,0,0,Low,Mid Floor
flat,1.7,4.0,4,2,Relatively New,sector 69,1799.0,1,1,0,High,Mid Floor
flat,0.85,2.0,3,3,Relatively New,sector 37c,1438.0,0,0,0,Low,Mid Floor
flat,1.02,2.0,2,3,Relatively New,sector 99a,1430.0,0,0,0,High,Mid Floor
flat,1.25,3.0,4,3,Relatively New,sector 77,1306.0,1,0,0,Low,Mid Floor
flat,0.66,3.0,2,2,Relatively New,sector 92,1473.0,0,0,1,Low,High Floor
flat,1.25,3.0,3,3,Under Construction,sector 37,2283.0,0,0,0,Low,Mid Floor
flat,4.63,3.0,5,3+,New Property,sector 22,2781.0,1,0,0,Medium,Mid Floor
flat,1.78,4.0,4,3+,Relatively New,sector 90,2000.0,0,0,0,Medium,Mid Floor
flat,1.0,4.0,3,0,Relatively New,sector 69,1826.0,0,0,0,Low,Low Floor
flat,1.82,3.0,4,3+,Relatively New,sector 102,1748.0,1,0,0,Medium,High Floor
flat,5.8,3.0,4,3,New Property,sector 59,3361.0,1,0,2,Low,High Floor
flat,2.45,3.0,3,3,Relatively New,sector 49,1855.0,0,0,0,Low,Low Floor
house,1.0,3.0,7,3+,Moderately Old,sector 12,3750.0,0,1,0,Low,Mid Floor
house,7.3,9.0,9,2,Relatively New,sector 25,5800.0,1,1,2,Medium,Mid Floor
flat,0.64,3.0,2,3+,Old Property,sector 1,1696.0,0,0,0,Medium,Mid Floor
flat,1.2,3.0,2,3+,Relatively New,sector 108,1550.0,1,0,2,High,High Floor
flat,0.4,2.0,2,2,New Property,sector 95a,571.0,0,0,0,Low,Mid Floor
house,8.5,5.0,4,2,Moderately Old,sector 45,3240.0,1,0,2,Low,Low Floor
flat,1.75,3.0,4,3+,Relatively New,sector 102,1738.0,1,0,0,Medium,High Floor
flat,0.39,2.0,2,1,Old Property,sector 4,950.0,0,0,0,Low,Low Floor
house,7.0,4.0,4,2,Old Property,sector 50,2160.0,1,0,0,Low,Low Floor
flat,2.4,4.0,6,3+,Relatively New,sector 103,2456.0,1,0,0,High,High Floor
flat,0.41,2.0,2,1,Relatively New,sector 86,668.0,0,0,0,Medium,Mid Floor
flat,1.18,2.0,2,3,New Property,sector 70,1400.0,0,0,0,Medium,Mid Floor
flat,1.26,3.0,2,3,Relatively New,sector 109,1692.0,0,0,0,Medium,Mid Floor
house,4.25,2.0,9,3+,Moderately Old,sector 41,1620.0,1,0,2,Low,Mid Floor
house,6.5,5.0,4,3+,Moderately Old,c block sushant lok phase 1,1836.0,1,0,2,Medium,Mid Floor
flat,1.8,3.0,3,3+,Relatively New,sector 109,1994.0,0,0,0,High,Mid Floor
flat,3.46,4.0,4,3+,New Property,sector 81,2585.0,1,0,1,High,Mid Floor
flat,2.08,3.0,3,2,Under Construction,sector 67,1554.0,0,0,0,Medium,Mid Floor
flat,1.9,3.0,3,3+,Under Construction,sector 68,2288.0,1,0,0,Low,Low Floor
flat,0.36,2.0,2,2,Relatively New,sector 93,604.0,0,0,0,Low,Mid Floor
flat,0.55,2.0,2,3,New Property,sector 37,540.0,0,0,0,Medium,Mid Floor
flat,4.0,4.0,5,3+,Relatively New,sector 72,2800.0,1,0,2,High,Mid Floor
house,2.5,4.0,5,3+,Moderately Old,sector 86,3194.0,1,0,2,Low,Mid Floor
flat,2.05,4.0,4,3,Relatively New,sector 56,2000.0,1,0,2,Low,Mid Floor
flat,2.0,3.0,4,3+,Relatively New,sector 79,2629.0,1,0,2,High,Low Floor
flat,1.15,3.0,3,3+,Relatively New,sector 90,1636.0,0,0,2,Medium,High Floor
house,12.0,5.0,6,3+,Moderately Old,sector 50,3240.0,0,0,0,Medium,Mid Floor
house,3.15,5.0,4,3+,Moderately Old,sector 57,1548.0,0,1,2,Medium,Low Floor
flat,0.28,2.0,2,2,New Property,sector 95,690.0,0,0,0,Low,Mid Floor
flat,5.2,4.0,6,3+,Relatively New,sector 112,3655.35,1,0,2,High,High Floor
house,4.3,3.0,9,3+,Relatively New,sector 38,1494.0,0,0,2,Low,Mid Floor
flat,2.32,3.0,4,3+,Moderately Old,sector 67,1760.0,1,0,2,Medium,High Floor
flat,0.3,2.0,2,1,Relatively New,sector 95,950.0,0,0,0,Low,High Floor
flat,0.95,3.0,1,0,Relatively New,sector 37c,1820.0,0,0,0,Low,Low Floor
flat,1.9,3.0,3,3+,Relatively New,sector 102,2500.0,1,0,0,High,Low Floor
house,3.85,3.0,3,3+,New Property,sector 63,2771.0,1,0,2,High,Mid Floor
flat,0.9,3.0,4,3,Relatively New,sector 90,1755.0,1,0,0,High,Mid Floor
flat,4.2,4.0,4,3+,Relatively New,sector 81,3501.0,1,0,2,Medium,High Floor
flat,1.9,3.0,3,3,Moderately Old,sector 49,2006.0,1,0,2,Medium,Mid Floor
flat,1.6,3.0,3,3+,Relatively New,sector 83,1665.0,1,1,2,High,Mid Floor
flat,0.45,2.0,3,2,Under Construction,sector 37,656.0,0,0,0,Low,Mid Floor
flat,2.3,4.0,4,3+,Relatively New,sector 85,2531.0,1,0,0,Low,Mid Floor
flat,6.75,4.0,4,0,Moderately Old,sector 50,3395.0,0,0,0,Low,Mid Floor
flat,5.25,4.0,4,3+,New Property,sector 72,3000.0,1,0,2,High,High Floor
flat,0.25,1.0,1,1,New Property,sector 89,430.0,0,0,0,Medium,Mid Floor
flat,2.98,3.0,3,3,Relatively New,sector 67,2047.0,0,0,2,Low,Low Floor
house,8.45,3.0,3,2,Old Property,sector 50,3231.0,1,0,2,Medium,Low Floor
flat,1.02,3.0,2,3,Under Construction,sector 37,1530.0,0,0,0,Low,High Floor
flat,9.14,4.0,6,3,Relatively New,sector 62,3921.0,1,1,2,Medium,High Floor
house,4.45,4.0,4,3,Old Property,sector 26,1265.0,0,0,0,Low,Mid Floor
house,6.5,4.0,4,2,Old Property,sector 24,2844.0,0,0,0,Low,Low Floor
flat,0.4,2.0,2,1,Relatively New,sector 81,584.0,0,0,0,Low,High Floor
flat,0.27,1.0,1,1,Relatively New,sector 84,386.0,0,0,1,Low,High Floor
house,3.3,3.0,3,2,Old Property,sector 4,2250.0,0,0,0,Low,Low Floor
flat,2.65,3.0,4,3+,Relatively New,sector 111,2215.0,1,1,0,Medium,High Floor
flat,1.73,4.0,5,3+,Relatively New,sector 85,2017.0,1,0,0,Low,Mid Floor
flat,0.71,2.0,2,1,Relatively New,sector 51,1007.0,0,0,0,Low,Mid Floor
flat,1.26,3.0,3,3,Moderately Old,sector 86,1737.0,1,0,0,Medium,Mid Floor
flat,1.85,4.0,5,3+,Relatively New,sector 85,2531.0,0,0,0,Medium,Low Floor
flat,1.35,3.0,3,3+,Moderately Old,sector 81,1433.0,0,1,2,Medium,Mid Floor
flat,1.78,3.0,3,3+,Relatively New,sector 70,1755.0,1,0,0,Low,Mid Floor
flat,2.75,3.0,3,3+,Relatively New,sector 70,2150.0,0,0,0,Low,High Floor
house,5.85,4.0,5,3+,Relatively New,sector 109,2214.0,1,0,2,Medium,Low Floor
flat,1.85,3.0,3,1,Moderately Old,sector 49,1471.12,0,1,0,High,Mid Floor
house,2.5,4.0,4,3+,Moderately Old,sector 91,3400.0,1,1,2,Medium,Mid Floor
house,3.12,4.0,2,1,Old Property,sector 5,1652.0,0,0,0,Low,Low Floor
house,1.2,2.0,4,2,Relatively New,sector 12,846.0,0,0,2,Low,Low Floor
flat,1.25,3.0,4,3+,Relatively New,sector 106,1186.0,1,0,0,High,Mid Floor
flat,3.0,3.0,3,3,New Property,sector 63,2000.0,0,0,0,Low,Mid Floor
flat,2.0,4.0,5,3+,Relatively New,sector 92,2447.0,1,0,2,Medium,High Floor
flat,1.25,3.0,4,3+,Relatively New,sector 106,1186.0,1,0,0,High,Mid Floor
flat,1.32,3.0,3,1,Relatively New,sector 69,1411.0,0,0,2,Medium,High Floor
flat,0.96,2.0,2,2,Under Construction,sector 81,1194.0,0,0,0,Low,Low Floor
house,3.08,6.0,4,2,Moderately Old,sector 11,2700.0,0,0,0,Low,Low Floor
house,13.5,5.0,5,3,Old Property,sector 26,4518.0,1,1,2,Medium,Low Floor
house,3.1,5.0,4,3+,Moderately Old,sector 55,1548.0,1,1,2,Medium,Low Floor
flat,2.1,4.0,6,3+,Relatively New,sector 106,2120.0,1,0,0,Medium,Mid Floor
flat,1.3,3.0,3,3,New Property,sector 104,1482.0,0,0,0,Medium,Mid Floor
house,7.65,4.0,4,3,Moderately Old,sector 48,4000.0,1,0,0,Low,Low Floor
flat,1.1,2.0,2,3+,New Property,sector 70,1305.0,0,0,0,Medium,Mid Floor
flat,1.54,4.0,4,3+,Moderately Old,sector 90,2200.0,1,0,2,Medium,High Floor
flat,6.5,4.0,5,3,Relatively New,sector 112,4800.0,0,0,0,Medium,High Floor
flat,8.0,4.0,3,3,Moderately Old,sector 50,10000.0,1,0,0,Low,Mid Floor
flat,0.26,1.0,1,1,New Property,sector 95,422.0,0,0,0,Low,Mid Floor
flat,1.6,3.0,3,3,Moderately Old,sector 80,2036.0,1,0,0,Medium,Mid Floor
house,1.2,3.0,2,2,New Property,sector 23,1500.0,0,0,2,Medium,Mid Floor
house,0.44,3.0,2,1,Relatively New,bhondsi,128.0,0,0,0,Low,Low Floor
flat,1.29,3.0,3,3,Relatively New,sector 90,1540.0,0,0,0,High,Mid Floor
house,3.3,4.0,4,2,Moderately Old,sector 57,1728.0,0,1,2,Medium,Mid Floor
house,10.0,8.0,10,3+,Old Property,sector 24,3915.0,0,0,0,Low,Low Floor
flat,0.55,2.0,2,3,Relatively New,sector 95,990.0,0,0,0,Low,High Floor
flat,0.97,2.0,2,3,New Property,sector 106,1200.0,0,0,2,High,Mid Floor
flat,1.59,3.0,3,3+,Relatively New,sector 82,1664.0,0,0,1,High,Mid Floor
house,3.5,3.0,2,2,Moderately Old,sector 38,1722.0,0,0,0,Low,Low Floor
house,6.5,4.0,3,0,Relatively New,sector 82,3240.0,0,0,0,Low,Low Floor
flat,1.75,4.0,4,3,Relatively New,sector 37,2100.0,0,0,2,Medium,Mid Floor
flat,6.02,3.0,3,3,Under Construction,sector 53,2892.0,0,0,0,Medium,High Floor
flat,7.8,4.0,4,0,Under Construction,sector 63,3950.0,0,0,0,Medium,Mid Floor
flat,1.25,4.0,4,3,Relatively New,sector 93,2105.0,0,0,0,Low,High Floor
flat,1.45,3.0,2,3,Relatively New,sector 86,1480.0,0,0,1,Medium,Mid Floor
flat,0.8,2.0,2,3+,New Property,sector 107,1230.0,0,0,0,Medium,High Floor
flat,0.8,2.0,2,2,Moderately Old,sector 83,1188.0,0,1,0,Low,Mid Floor
flat,1.55,3.0,3,2,Relatively New,sector 69,1420.0,0,0,2,High,Mid Floor
flat,1.65,3.0,4,3,Moderately Old,sector 108,1771.32,0,0,2,Medium,Mid Floor
flat,1.25,3.0,3,3+,New Property,sector 103,1460.0,0,0,0,Medium,Low Floor
flat,2.1,4.0,4,3+,Old Property,sector 38,1954.0,0,0,1,Low,Mid Floor
flat,0.82,3.0,2,2,New Property,sector 36,848.0,0,0,0,Low,Low Floor
house,0.95,4.0,3,2,Old Property,sector 5,1070.0,0,0,0,Low,Low Floor
house,1.75,4.0,4,0,New Property,sector 76,3111.0,0,0,0,Low,High Floor
house,10.85,6.0,6,1,Relatively New,sector 25,2844.0,0,1,2,Medium,Mid Floor
flat,0.8,2.0,2,3+,New Property,sector 79,1166.0,0,0,0,Low,Mid Floor
house,1.3,3.0,3,1,Moderately Old,sector 105,1125.0,0,0,0,Low,Low Floor
house,0.47,2.0,2,1,New Property,sector 4,50.0,0,0,2,Medium,Low Floor
flat,0.57,2.0,2,2,Relatively New,sector 95,1364.0,0,0,0,Low,Mid Floor
house,10.0,5.0,5,3+,Moderately Old,sector 25,9500.0,1,0,1,Low,Mid Floor
flat,1.2,3.0,3,2,Relatively New,sector 67,200.0,0,0,0,Low,Low Floor
flat,3.0,3.0,3,3+,Relatively New,sector 67,2047.0,0,1,2,High,Mid Floor
house,0.65,1.0,1,1,Moderately Old,sector 105,70.0,0,0,0,Low,Low Floor
flat,3.19,4.0,5,3+,Relatively New,sector 72,2363.0,1,0,2,High,High Floor
house,0.4,3.0,4,2,Moderately Old,sector 110,900.0,0,0,0,Low,Low Floor
house,6.5,4.0,4,3+,New Property,sector 70,2332.0,1,0,2,High,Low Floor
house,3.85,5.0,6,3+,Relatively New,sector 82,5140.0,0,0,0,Medium,Mid Floor
house,2.95,4.0,4,2,Relatively New,sector 50,2700.0,1,0,2,Low,Mid Floor
house,2.43,4.0,4,2,Old Property,shivpuri,345.0,0,1,0,Low,Mid Floor
house,5.5,5.0,4,2,Old Property,sector 14,3240.0,0,0,0,Low,Low Floor
flat,1.43,3.0,3,2,Relatively New,sector 69,1420.0,0,0,0,Medium,Low Floor
flat,0.45,2.0,2,2,Relatively New,sector 81,664.0,0,1,2,Low,Mid Floor
flat,1.5,4.0,4,3,Old Property,sector 52,1476.0,0,0,0,Medium,Mid Floor
flat,1.0,2.0,2,2,New Property,sector 89,1226.0,0,0,0,Low,Low Floor
flat,1.05,3.0,3,2,Relatively New,sector 83,1580.0,1,1,2,High,High Floor
flat,2.25,3.0,3,3+,Relatively New,sector 65,1485.0,1,0,0,High,Mid Floor
flat,0.68,2.0,2,3,New Property,sector 37,644.0,0,0,0,Medium,Mid Floor
flat,0.85,2.0,2,2,Under Construction,sector 89,1226.0,0,0,0,Low,Low Floor
house,4.95,7.0,7,3+,Old Property,sector 48,2403.0,1,1,2,Medium,Low Floor
flat,2.45,3.0,4,3+,Relatively New,sector 104,2125.0,1,0,2,Medium,High Floor
house,6.95,3.0,3,1,Moderately Old,sector 50,2160.0,1,0,0,High,Low Floor
flat,0.85,2.0,2,1,Old Property,sector 30,734.0,0,0,2,Low,Low Floor
flat,2.1,3.0,4,3+,Relatively New,sector 102,1934.0,1,0,0,Medium,Mid Floor
flat,2.28,4.0,4,3+,Relatively New,sector 84,2990.0,1,0,0,Medium,Mid Floor
flat,1.43,3.0,3,2,Relatively New,sector 69,1447.0,0,0,0,Medium,Low Floor
flat,2.2,3.0,3,2,Under Construction,sector 61,1811.0,0,0,0,Low,Mid Floor
flat,1.38,2.0,2,3,New Property,sector 113,1350.0,0,0,0,High,Mid Floor
flat,1.75,3.0,4,3+,Relatively New,sector 109,1797.0,1,0,0,High,Mid Floor
house,7.2,3.0,3,2,Old Property,sector 15,3231.0,0,1,0,Medium,Low Floor
flat,2.95,3.0,3,3+,Moderately Old,sector 56,2236.0,1,0,2,High,High Floor
flat,0.98,2.0,2,3,Relatively New,sector 107,1277.0,0,0,2,High,Mid Floor
flat,0.5,3.0,2,2,Relatively New,sector 107,717.0,0,0,0,Low,Mid Floor
flat,3.95,4.0,5,3,Relatively New,sector 108,2343.0,0,0,0,Medium,High Floor
flat,7.15,4.0,5,3+,Relatively New,sector 62,3904.0,1,1,2,High,Mid Floor
flat,1.5,3.0,5,3,Relatively New,sector 70,1523.0,1,0,2,High,Mid Floor
flat,13.2,4.0,4,3,Moderately Old,sector 65,12222.0,1,0,0,Medium,High Floor
house,1.1,4.0,3,1,Old Property,sector 9,200.0,0,0,0,Low,Low Floor
house,4.0,3.0,3,2,Moderately Old,sector 23,2430.0,1,0,2,Medium,Low Floor
flat,1.1,3.0,3,1,Under Construction,sector 37,1500.0,0,0,0,Low,Low Floor
flat,1.76,4.0,4,3+,New Property,sector 52,2187.0,0,0,0,Low,High Floor
flat,1.59,2.0,2,2,Relatively New,sector 104,1395.0,0,0,0,Medium,High Floor
flat,1.1,3.0,2,3+,Relatively New,sector 81,1315.0,0,0,0,High,Mid Floor
flat,2.3,3.0,4,3+,New Property,sector 109,2327.0,1,0,0,Medium,Mid Floor
flat,2.48,3.0,3,3+,New Property,sector 113,1980.0,1,0,0,Medium,Mid Floor
flat,0.43,2.0,2,2,Relatively New,sector 95,1300.0,0,0,0,Medium,Mid Floor
flat,5.2,3.0,3,3,Relatively New,sector 65,2681.0,1,0,2,Medium,High Floor
house,2.7,5.0,5,2,Old Property,sector 23,1450.0,0,0,2,Low,Mid Floor
flat,1.51,3.0,3,3,Relatively New,sector 70,1779.0,1,0,0,Low,Mid Floor
flat,1.0,3.0,3,3+,Relatively New,sector 71,1337.0,0,0,2,Low,Mid Floor
house,0.45,1.0,1,1,Moderately Old,sector 8,556.0,0,0,0,Low,Mid Floor
flat,1.6,3.0,4,3+,Relatively New,sector 92,1615.0,1,0,2,High,Mid Floor
flat,1.37,3.0,3,3,Relatively New,sector 82,2000.0,1,0,2,Medium,High Floor
house,8.31,5.0,6,3+,Old Property,sector 57,3438.0,1,1,0,Low,Mid Floor
flat,1.75,3.0,3,3,New Property,sector 109,1466.0,0,0,0,Low,Mid Floor
flat,0.41,2.0,2,1,New Property,sector 86,557.0,1,0,0,Low,Mid Floor
house,5.4,4.0,5,3+,Relatively New,sector 70,2610.0,1,1,2,Medium,Mid Floor
house,6.15,5.0,5,3+,Relatively New,sector 109,2250.0,1,1,2,Medium,Mid Floor
flat,1.39,3.0,3,3,Moderately Old,sector 56,1728.0,0,0,2,Medium,Mid Floor
flat,0.28,2.0,2,2,Relatively New,sector 107,543.0,0,0,0,Low,High Floor
house,0.9,3.0,4,3,Moderately Old,sector 3,3500.0,0,0,2,Low,Mid Floor
flat,0.9,1.0,1,0,New Property,sector 71,683.0,0,0,0,Medium,Mid Floor
house,0.24,2.0,2,0,Relatively New,bhondsi,450.0,0,0,0,Low,Low Floor
flat,1.69,3.0,3,3+,Relatively New,sector 103,1661.0,0,0,0,Low,Mid Floor
house,18.9,6.0,8,2,Relatively New,sector 26,4518.0,1,1,2,Medium,Mid Floor
house,8.95,5.0,6,3+,Moderately Old,sector 28,5000.0,0,0,0,Low,Mid Floor
house,12.5,4.0,4,3+,Relatively New,sector 65,3600.0,1,0,0,Medium,Low Floor
flat,1.8,3.0,3,3+,New Property,sector 70,1755.0,0,0,2,Low,Mid Floor
flat,1.65,4.0,4,3+,Relatively New,sector 90,1900.0,0,0,0,Medium,Mid Floor
flat,0.65,2.0,2,3,Moderately Old,sector 90,1215.0,0,0,2,Medium,Mid Floor
flat,1.25,3.0,4,2,Relatively New,sector 71,1569.0,1,0,1,Medium,High Floor
flat,1.4,3.0,3,3+,Relatively New,sector 91,1700.0,0,0,0,Medium,Mid Floor
flat,3.3,3.0,4,3+,New Property,sector 72,2185.0,1,0,1,High,High Floor
flat,0.45,2.0,2,1,New Property,sector 90,696.0,0,0,2,Low,Low Floor
flat,1.4,3.0,3,3,Relatively New,sector 102,1485.0,1,0,2,Medium,Mid Floor
flat,2.49,3.0,3,3+,Relatively New,sector 104,2205.0,1,0,2,Medium,High Floor
flat,1.25,3.0,2,1,New Property,sector 86,1521.0,0,0,0,Low,High Floor
flat,1.8,3.0,3,2,Moderately Old,sector 109,1905.0,1,0,0,Medium,Low Floor
house,8.2,3.0,3,2,Moderately Old,sector 48,3240.0,1,0,1,High,Low Floor
flat,6.15,3.0,4,2,Relatively New,sector 65,3355.0,0,0,0,Low,High Floor
flat,1.95,4.0,3,3,Under Construction,sector 37,1650.0,0,0,0,Medium,Mid Floor
flat,1.45,3.0,3,3,Relatively New,sector 37,1630.0,0,0,0,Medium,Mid Floor
flat,1.68,4.0,4,2,Relatively New,sector 69,1809.0,0,0,0,Medium,Mid Floor
flat,1.84,3.0,4,3,Relatively New,sector 85,2020.0,0,0,0,High,Mid Floor
flat,0.95,4.0,5,3+,Relatively New,sector 92,1895.0,0,0,0,Low,High Floor
flat,1.26,3.0,3,3,Relatively New,sector 90,1599.0,0,0,2,Low,Mid Floor
flat,1.25,3.0,3,3+,Relatively New,sector 79,1656.0,0,0,2,Low,High Floor
flat,0.8,2.0,2,2,Under Construction,sector 81,607.0,0,0,0,Low,Mid Floor
house,0.6,3.0,3,0,Moderately Old,sector 105,450.0,0,0,0,Low,Mid Floor
flat,2.05,4.0,4,3+,Relatively New,sector 90,1994.0,0,0,2,Low,Mid Floor
flat,1.2,2.0,2,3,Under Construction,sector 3,1300.0,0,0,0,Medium,Low Floor
house,4.5,3.0,3,2,Moderately Old,sector 26,1350.0,1,0,0,Medium,Low Floor
house,5.75,4.0,4,2,Moderately Old,sector 48,2592.0,1,0,0,Low,Low Floor
house,0.62,3.0,3,1,Moderately Old,sector 104,900.0,0,0,1,Low,Low Floor
