society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
krisumi waterfall residences,flat,3.65,14381.0,3.0,3,2,17.0,New Property,I69706594,sector 36a,2284.0,0,0,0,0,0,0,31,846.0
independent,house,1.2,10118.0,3.0,2,1,2.0,Old Property,,sector 105,1185.51,0,0,0,0,0,0,9,395.3333333333333
ambience creacions,flat,2.4,17391.0,2.0,2,2,8.0,Relatively New,L69915070,sector 22,1200.0,0,0,0,0,1,1,112,690.0
ansal heights 86,flat,1.05,5541.0,3.0,3,3,9.0,Under Construction,D26586124,sector 86,1706.0,0,1,0,0,0,0,0,631.6666666666666
bptp terra,flat,1.8,8215.0,4.0,3,3,18.0,Relatively New,P70022016,sector 37,2019.0,1,1,0,1,0,0,49,547.75
sai kripa floors 5,house,0.9,11250.0,2.0,5,3,3.0,Relatively New,,sector 11,800.0,0,0,0,0,0,0,0,400.0
dhoot time residency,flat,2.2,12813.0,3.0,4,3+,8.0,Moderately Old,K68428438,sector 63,1545.0,1,0,0,0,0,2,61,572.3333333333334
ss the leaf,flat,1.25,7180.0,2.0,2,3,10.0,Relatively New,J70085886,sector 85,1730.0,0,0,0,0,0,0,49,870.5
sobha city,flat,2.6,15196.0,3.0,3,2,8.0,Relatively New,Z69513374,sector 108,1711.0,0,0,0,0,0,0,99,570.3333333333334
bestech park view grand spa,flat,2.4,9023.0,3.0,4,3+,8.0,New Property,T69329376,sector 81,2394.0,1,1,0,0,0,2,167,886.6666666666666
earth copia,flat,0.7,4673.0,2.0,2,2,4.0,Relatively New,F27383885,sector 112,1498.0,0,0,0,0,0,0,65,749.0
independent,house,10.5,32407.0,5.0,6,3+,3.0,New Property,,sector 28,3240.0,1,1,0,1,0,2,153,648.0
independent,house,0.8,11852.0,2.0,3,1,2.0,Moderately Old,,sector 4,675.0,0,0,0,0,0,0,0,337.5
bptp astaire gardens,flat,1.7,8947.0,4.0,3,3,1.0,Relatively New,F64840030,sector 70,2111.0,0,0,0,0,0,2,49,475.0
whiteland blissville,flat,1.9,11364.0,3.0,3,2,0.0,Under Construction,N67620566,sector 76,1505.0,0,0,0,0,0,0,61,557.3333333333334
m3m ikonic,flat,1.78,9128.0,3.0,3,3+,27.0,Relatively New,H69523902,sector 68,1845.0,0,0,0,0,0,2,126,650.0
independent,house,10.0,13583.0,4.0,4,3+,1.0,Moderately Old,,sector 1,7362.0,0,1,0,0,0,0,12,1840.5
sare homes,flat,0.8,4695.0,4.0,4,3,1.0,Moderately Old,K67714330,sector 92,1893.0,0,0,0,0,0,0,77,426.0
signature global the millennia,flat,0.55,9167.0,2.0,2,3,3.0,New Property,Y56040354,sector 37,610.0,0,0,0,0,0,0,71,300.0
shree vardhman victoria,flat,1.65,8462.0,3.0,5,3,6.0,Relatively New,G69691402,sector 70,1523.0,0,1,0,1,0,0,167,650.0
independent,house,9.0,33333.0,5.0,5,3,3.0,Old Property,,sector 25,2700.0,1,1,1,1,0,0,56,540.0
independent,house,3.5,32407.0,2.0,4,3,3.0,Old Property,,sector 24,1080.0,0,0,0,0,0,0,15,540.0
vatika emilia floors,flat,0.6,5714.0,2.0,2,2,1.0,Relatively New,U69339966,sector 83,990.0,0,0,0,0,0,2,167,525.0
shapoorji pallonji joyville gurugram,flat,0.95,10383.0,2.0,2,2,14.0,Relatively New,F69078840,sector 102,915.0,0,0,0,0,0,0,0,457.5
krisumi waterfall residences,flat,2.2,14875.0,2.0,2,2,23.0,New Property,S69611606,sector 36a,1331.0,0,0,0,0,0,0,15,739.5
godrej summit premia towers,flat,0.9,7149.0,2.0,2,0,16.0,Relatively New,A68564086,sector 104,1259.0,0,0,0,0,0,0,0,629.5
m3m antalya hills,flat,1.15,7497.0,3.0,3,3+,1.0,Under Construction,R68390214,sector 79,1200.0,1,0,0,0,0,0,51,511.3333333333333
signature global park,flat,0.87,7190.0,3.0,2,3,4.0,New Property,D69905242,sector 36,1210.0,0,0,0,0,0,0,58,403.3333333333333
huda floor,house,4.0,22222.0,4.0,9,3+,2.0,Relatively New,,sector 38,4800.0,0,0,1,1,0,2,152,450.0
sare crescent parc,flat,0.65,4597.0,3.0,3,3,3.0,Moderately Old,I64421760,sector 92,1571.0,0,0,0,0,0,0,44,471.3333333333333
dlf city plots,house,17.3,38737.0,6.0,7,3+,3.0,New Property,,sector 26,4518.0,1,1,1,1,0,2,124,744.3333333333334
independent,house,0.62,3588.0,6.0,6,0,3.0,Old Property,,sector 13,192.0,0,0,0,0,0,0,0,288.0
unitech uniworld resorts,house,9.5,23336.0,5.0,7,3+,2.0,Under Construction,,sector 33,4071.0,1,1,1,1,0,0,57,814.2
independent,house,0.82,10224.0,2.0,4,0,2.0,Moderately Old,,sector 8,891.0,0,0,0,0,0,0,0,401.0
independent,house,2.4,2963.0,4.0,4,3,3.0,Moderately Old,,sector 46,900.0,0,0,1,0,0,2,44,2025.0
chd avenue,flat,1.1,6104.0,3.0,4,3,3.0,Moderately Old,N69335420,sector 71,1622.0,0,1,0,0,0,0,26,600.6666666666666
independent,house,5.65,17706.0,7.0,7,3+,2.0,Moderately Old,,sector 23,5000.0,0,1,0,1,0,0,68,455.8571428571428
tulip violet,flat,1.78,8856.0,4.0,4,2,10.0,Relatively New,D69963878,sector 69,1809.0,0,0,0,1,0,2,156,502.5
international city by sobha phase 1,house,6.0,9634.0,4.0,5,3,2.0,Moderately Old,,sector 109,6228.0,0,0,0,0,0,0,76,1557.0
dlf the ultima,flat,2.25,10699.0,3.0,3,3+,11.0,Relatively New,L69101800,sector 81,1600.0,1,1,0,1,1,1,49,701.0
shree vardhman flora,flat,0.96,5120.0,3.0,4,3,3.0,New Property,B69527984,sector 90,1688.0,0,1,0,0,0,0,106,625.0
smart world gems,flat,0.88,7964.0,2.0,2,3,2.0,New Property,W68438620,sector 89,1228.0,1,0,0,0,0,0,44,552.5
vatika city,flat,1.79,12786.0,3.0,3,3,9.0,Old Property,T69268580,sector 49,1556.0,0,1,0,0,0,0,38,466.6666666666667
shapoorji pallonji joyville gurugram,flat,2.03,11998.0,3.0,3,2,1.0,New Property,G70098068,sector 102,1332.0,0,0,0,0,0,0,67,564.0
vipul lavanya,flat,0.6,6667.0,2.0,2,1,0.0,Under Construction,L69566220,sector 81,810.0,0,0,0,0,0,0,0,450.0
godrej summit,flat,1.3,9028.0,3.0,2,3+,16.0,Relatively New,G52699170,sector 104,1296.0,1,0,1,1,0,2,0,480.0
ambience creacions,flat,4.3,13916.0,3.0,4,3+,6.0,Relatively New,B69960750,sector 22,2600.0,0,1,0,0,1,1,120,1030.0
smart world orchard,flat,1.6,13913.0,2.0,2,2,3.0,New Property,K68962668,sector 61,1278.0,1,0,0,0,0,0,122,575.0
sare green parc phase 3,flat,0.79,6086.0,3.0,2,2,15.0,New Property,C69898752,sector 92,1168.0,0,0,0,0,0,0,29,432.6666666666667
m3m soulitude,flat,1.14,8000.0,3.0,3,2,2.0,Under Construction,X66948958,sector 89,1581.0,1,0,0,0,0,0,77,475.0
shree vardhman flora,flat,0.65,4815.0,2.0,2,3,6.0,Relatively New,T69236258,sector 90,1215.0,1,0,0,0,0,0,174,675.0
independent,house,2.55,16378.0,3.0,3,2,2.0,Old Property,,sector 2,1557.0,0,0,0,0,0,0,8,519.0
independent,house,0.7,6034.0,3.0,3,0,1.0,Relatively New,,sector 12,1160.0,0,0,0,0,0,0,23,386.6666666666667
ansal heights,flat,0.6,4545.0,2.0,2,3,11.0,Under Construction,U38642171,sector 92,1188.0,0,0,0,0,1,0,23,660.0
experion the heartsong,flat,2.08,9905.0,4.0,4,3+,3.0,Relatively New,H68321948,sector 108,2631.0,0,1,0,0,0,0,126,525.0
awho shanti vihar,flat,0.82,9880.0,2.0,2,3+,13.0,New Property,X62867284,sector 95,1091.0,1,0,0,0,0,0,114,415.0
tulip violet,flat,1.75,8883.0,4.0,4,1,12.0,Relatively New,N69355550,sector 69,1773.0,0,0,0,0,0,0,86,492.5
orchid island,flat,1.7,10652.0,3.0,4,3,2.0,Moderately Old,V69789902,sector 51,1773.0,0,0,1,1,0,0,90,532.0
emaar mgf emerald floors premier,flat,2.65,16061.0,3.0,3,3,5.0,Relatively New,I69729604,sector 65,1650.0,1,1,0,0,0,0,37,550.0
emaar mgf emerald floors,flat,2.6,15758.0,3.0,3,3+,3.0,Relatively New,B66743880,sector 65,1650.0,0,0,0,0,0,0,0,550.0
independent,house,4.5,20000.0,5.0,5,1,1.0,Relatively New,,sector 14,2778.0,0,0,0,0,0,0,0,450.0
lotus homz,flat,0.6,8451.0,2.0,2,3,9.0,New Property,U68353772,sector 111,789.0,0,0,0,0,0,0,52,355.0
corona gracieux,flat,1.46,5499.0,4.0,6,3+,8.0,New Property,M69166004,sector 76,2385.0,0,1,0,0,0,0,58,663.75
independent,house,8.4,25926.0,4.0,4,3,2.0,Old Property,,sector 48,3240.0,0,1,0,1,0,2,15,810.0
ireo victory valley,flat,4.55,14537.0,4.0,4,3+,19.0,Relatively New,D69771054,sector 67,2817.0,0,1,0,0,0,2,156,782.5
independent,house,1.7,9444.0,3.0,3,0,1.0,Old Property,,sector 12a,200.0,0,0,0,0,0,0,0,600.0
ats tourmaline,house,1.87,8698.0,3.0,4,0,12.0,Relatively New,,sector 109,2150.0,0,0,0,0,0,0,0,716.6666666666666
mapsko mount ville,flat,1.25,7716.0,3.0,3,2,1.0,Relatively New,R69683448,sector 79,1208.0,1,0,0,1,0,2,166,540.0
experion the heartsong,flat,0.98,13351.0,2.0,3,3,4.0,Relatively New,P69721330,sector 108,978.23,1,0,0,0,0,0,135,367.0
ats triumph,flat,1.83,7991.0,3.0,4,3+,10.0,Relatively New,A66305504,sector 104,2000.0,0,1,0,0,0,0,165,763.3333333333334
independent,house,1.5,5000.0,6.0,1,0,1.0,New Property,,sector 5,3000.0,0,0,0,0,0,0,0,500.0
the arzoo cghs,flat,2.1,9130.0,4.0,4,3,1.0,Relatively New,W70041250,sector 51,2300.0,0,0,0,0,0,0,58,575.0
ats tourmaline,flat,1.45,6744.0,3.0,4,3+,4.0,Relatively New,D64898286,sector 109,1797.0,0,1,0,0,0,0,71,716.6666666666666
ansal heights 86,flat,1.3,4666.0,4.0,6,2,11.0,New Property,C69834778,sector 86,2508.0,0,1,0,0,1,0,86,696.5
avl 36 gurgaon,flat,0.5,8333.0,1.0,1,1,5.0,Relatively New,C69668916,sector 36a,600.0,0,0,0,0,0,0,0,600.0
microtek greenburg,flat,1.25,8446.0,3.0,4,3,0.0,Relatively New,D69131478,sector 86,1332.0,1,0,0,0,0,0,49,493.3333333333333
park royal apartment,flat,1.85,9024.0,3.0,4,3,7.0,Old Property,K68236506,sector 56,2278.0,0,1,0,0,0,0,72,683.3333333333334
vatika gurgaon,flat,1.12,6455.0,3.0,3,2,4.0,Relatively New,A68896320,sector 83,1200.0,1,1,1,1,0,2,165,578.3333333333334
signature global synera,flat,0.49,6667.0,2.0,2,3,5.0,Relatively New,R69389972,sector 81,700.0,0,0,0,0,0,0,117,367.5
international city by sobha phase 1,house,6.3,9000.0,4.0,5,3+,2.0,Relatively New,,sector 109,7000.0,0,0,0,0,0,2,122,1750.0
pyramid elite,flat,0.45,7745.0,2.0,2,1,4.0,Under Construction,I68593654,sector 86,646.0,0,0,0,0,0,0,66,290.5
dlf the primus,flat,2.7,10481.0,4.0,4,3+,18.0,Moderately Old,X68655328,sector 82,2576.0,0,1,0,0,0,0,38,644.0
ss the leaf,flat,1.2,7317.0,2.0,2,3,6.0,Relatively New,G69992530,sector 85,1300.0,0,0,0,0,0,2,174,820.0
aipl zen residences,flat,1.75,10258.0,3.0,4,3+,20.0,Relatively New,R69992056,sector 70,1706.0,0,0,0,0,1,1,49,568.6666666666666
independent,house,1.5,11111.0,5.0,5,2,3.0,Old Property,,sector 12,1350.0,0,0,0,0,0,0,16,270.0
la vida by tata housing,flat,1.93,12223.0,3.0,3,2,8.0,Under Construction,M68912518,sector 113,1421.0,0,0,0,0,0,0,71,526.3333333333334
emaar palm gardens,flat,1.3,11872.0,3.0,3,3,16.0,Relatively New,H69770092,sector 83,1383.0,0,1,0,0,0,2,174,365.0
godrej icon,flat,1.62,10019.0,3.0,2,3+,10.0,Relatively New,U69075862,sector 88a,1455.0,1,0,0,0,0,1,49,539.0
m3m golf hills,flat,1.45,10211.0,2.0,2,3,15.0,Under Construction,D69857690,sector 79,1578.0,0,0,0,0,0,0,67,710.0
emaar mgf the palm drive,flat,3.0,15385.0,3.0,3,2,12.0,Relatively New,Z69406478,sector 66,1950.0,0,1,0,0,0,0,96,650.0
emaar digihomes,flat,2.1,13926.0,2.0,2,3,12.0,New Property,V70088016,sector 62,1500.0,0,0,0,0,1,2,49,754.0
sidhartha ncr one phase,flat,0.6,4800.0,2.0,2,3,10.0,Relatively New,X69692376,sector 95,1250.0,0,0,0,0,0,0,0,625.0
sobha city,flat,2.1,13972.0,2.0,2,2,3.0,Under Construction,Y67006136,sector 108,1243.0,0,0,0,0,0,0,74,751.5
ramsons kshitij,flat,0.22,6471.0,1.0,1,1,2.0,New Property,N52301370,sector 95,306.0,0,0,0,0,0,0,0,340.0
signature global solera,flat,0.51,7907.0,3.0,2,2,9.0,Relatively New,H69308942,sector 107,717.0,0,0,0,0,1,0,15,215.0
emaar mgf emerald floors premier,flat,2.79,14127.0,4.0,4,3+,2.0,Relatively New,H69099026,sector 65,2194.0,1,1,0,0,0,1,174,493.75
nul,house,15.0,23438.0,5.0,5,3,2.0,Moderately Old,,sector 25,6400.0,1,1,0,1,0,2,112,1280.0
sare green parc phase 3,flat,0.7,5279.0,3.0,2,2,4.0,Relatively New,K67380076,sector 92,1325.0,0,0,0,0,0,0,56,442.0
central park resorts,flat,15.0,22388.0,5.0,6,3+,17.0,Relatively New,G69746434,sector 48,7444.0,1,1,0,1,0,1,45,1340.0
rose apartment,flat,3.0,10482.0,3.0,5,3+,8.0,Old Property,J57402614,sector 28,2576.0,0,0,0,0,0,0,0,954.0
wings apartment,flat,1.2,6667.0,4.0,3,2,4.0,Moderately Old,X66152092,sector 9,2000.0,0,0,0,0,0,2,23,450.0
smart world orchard,flat,1.7,15004.0,2.0,2,2,4.0,Under Construction,S66575160,sector 61,1278.0,0,0,0,0,0,0,24,566.5
tulip violet,flat,1.95,9701.0,4.0,4,2,0.0,Relatively New,Z69721338,sector 69,1809.0,0,0,0,0,0,0,157,502.5
sidhartha ncr greens,flat,0.96,6202.0,3.0,3,3,8.0,New Property,P61617128,sector 95,1720.0,0,0,1,1,0,0,8,516.0
m3m skycity,flat,2.0,15267.0,2.0,2,2,16.0,New Property,N67311426,sector 65,1179.0,0,0,0,0,0,2,174,655.0
la vida by tata housing,flat,1.9,18500.0,3.0,2,2,10.0,Relatively New,Y69198780,sector 113,1281.0,0,0,0,1,0,2,174,342.3333333333333
ats triumph,flat,1.75,7642.0,3.0,4,3+,11.0,Relatively New,T69574214,sector 104,2061.0,0,1,0,0,0,0,110,763.3333333333334
dlf city plots phase 2,house,10.55,39074.0,5.0,6,3+,3.0,Moderately Old,,sector 25,2700.0,1,1,1,1,0,0,131,540.0
ansal api sushant estate,flat,0.29,11600.0,1.0,1,0,0.0,Moderately Old,B70175060,sector 52,278.0,0,0,0,0,0,2,49,250.0
independent,house,0.8,10485.0,1.0,1,0,1.0,New Property,,sector 69,763.0,0,0,0,0,0,0,0,763.0
signature the roselia,flat,0.45,7909.0,2.0,2,2,2.0,New Property,L66086946,sector 95a,632.0,0,0,0,0,0,2,31,284.5
tata primanti,flat,5.0,11111.0,4.0,4,3+,2.0,Moderately Old,X69887156,sector 72,4500.0,1,1,0,1,1,2,174,1125.0
godrej,flat,1.34,8524.0,2.0,2,3,2.0,Relatively New,J69483440,sector 79,1415.0,1,0,0,0,0,0,158,786.0
m3m heights,flat,2.33,18477.0,2.0,2,3,35.0,Under Construction,E68308908,sector 65,1135.0,0,0,0,0,0,2,49,630.5
m3m heights,flat,2.0,13957.0,2.0,2,2,32.0,Relatively New,M68639830,sector 65,1433.0,0,0,0,0,0,0,48,716.5
m3m capital,flat,2.57,15576.0,4.0,5,3+,25.0,Under Construction,B68315926,sector 113,2060.0,1,0,0,0,0,2,79,412.5
independent,house,4.95,20370.0,6.0,5,3+,3.0,Relatively New,,sector 2,2430.0,0,1,0,0,0,0,91,405.0
independent,house,0.89,8128.0,1.0,1,0,1.0,Relatively New,,sector 81,1095.0,0,0,0,0,0,0,0,1095.0
independent,house,10.5,29022.0,5.0,5,3,3.0,Moderately Old,,sector 25,3618.0,1,1,0,1,0,0,42,723.6
independent,house,13.0,45710.0,6.0,8,3+,2.0,Relatively New,,sector 25,2844.0,1,1,1,1,0,1,0,474.0
ireo victory valley,house,8.0,22222.0,6.0,7,3+,3.0,Moderately Old,,sector 67,3600.0,1,1,1,1,0,2,151,600.0
dlf regal gardens,flat,1.24,7066.0,3.0,3,3+,9.0,Relatively New,Y42062055,sector 90,1600.0,0,0,0,0,1,0,72,585.0
paras dews,flat,0.95,6859.0,2.0,2,3+,2.0,Relatively New,B70066954,sector 106,940.0,0,0,0,0,0,0,49,692.5
emaar mgf emerald estate,flat,1.42,13922.0,2.0,2,2,6.0,Relatively New,B69686632,sector 65,1010.0,1,0,0,0,0,2,174,510.0
bestech park view sanskruti,flat,1.83,7871.0,4.0,3,3,8.0,New Property,T69976534,sector 92,2093.0,0,1,0,0,0,0,128,581.25
tulip violet,flat,1.6,10139.0,3.0,3,2,0.0,Relatively New,J69393258,sector 69,1420.0,0,0,0,1,0,0,49,526.0
smart world orchard,flat,2.54,15497.0,3.0,3,3,2.0,Under Construction,I69547932,sector 61,1639.0,0,0,1,0,0,0,16,546.3333333333334
signature global city 63a,house,1.5,6289.0,3.0,3,2,1.0,New Property,,sector 63,2385.0,0,0,0,0,0,0,0,795.0
tulip violet,flat,1.4,8929.0,3.0,3,1,12.0,Relatively New,Y69407304,sector 69,1411.0,0,0,0,0,0,0,157,522.6666666666666
unitech the residences,flat,1.55,9873.0,3.0,4,1,1.0,Relatively New,V65879520,sector 33,1413.0,0,1,0,0,0,0,37,523.3333333333334
the nav manesar apartment,flat,0.85,3953.0,3.0,3,3+,5.0,Moderately Old,A68198542,sector 1,1935.0,0,1,0,0,0,0,5,716.6666666666666
zara aavaas,flat,0.26,7808.0,1.0,1,2,0.0,Relatively New,O64023902,sector 104,301.0,0,0,0,0,0,0,91,333.0
independent,house,1.65,13750.0,1.0,1,0,1.0,Moderately Old,,sector 41,1200.0,0,0,0,0,0,0,0,1200.0
vatika lifestyle homes,flat,1.25,6838.0,3.0,2,1,6.0,Relatively New,B69846404,sector 83,1645.0,1,1,1,1,0,1,174,609.3333333333334
paras dews,flat,1.4,6001.0,3.0,4,3+,12.0,Under Construction,L32711003,sector 106,1584.0,1,1,0,0,1,0,55,777.6666666666666
ireo skyon,flat,2.85,13936.0,3.0,4,3+,5.0,Relatively New,G70024212,sector 60,2045.0,0,1,0,0,0,2,174,681.6666666666666
independent,house,0.75,6410.0,2.0,2,0,1.0,Old Property,,sector 5,130.0,0,0,0,0,0,0,0,585.0
vatika city,flat,2.65,11773.0,3.0,4,3,11.0,Moderately Old,H69430168,sector 49,2251.0,0,1,0,1,0,2,140,750.3333333333334
m3m the marina,flat,2.22,14323.0,3.0,2,3,4.0,Relatively New,T69492986,sector 68,1395.0,0,0,0,0,0,0,44,516.6666666666666
tulip violet,flat,1.4,8929.0,3.0,3,1,12.0,Relatively New,B69429802,sector 69,1372.0,0,0,0,1,0,0,174,522.6666666666666
sneh vihar,house,1.35,10000.0,5.0,5,3+,4.0,Relatively New,,sector 47,1350.0,0,0,0,0,0,0,0,270.0
shivpuri,house,2.4,8889.0,10.0,5,3,2.0,Old Property,,shivpuri,2700.0,1,1,0,1,0,0,8,270.0
independent,house,16.0,35556.0,5.0,6,3,2.0,Old Property,,sector 26,4500.0,0,0,0,0,0,0,0,900.0
cghs airport apartment,flat,1.65,7857.0,3.0,3,3,1.0,Old Property,A69847632,sector 47,1901.0,0,0,0,0,1,2,136,700.0
independent,house,0.42,4667.0,2.0,2,1,1.0,Relatively New,,sector 10,900.0,0,0,0,0,0,0,0,450.0
tulip violet,flat,1.37,8676.0,3.0,3,1,12.0,Relatively New,F69354676,sector 69,1565.0,0,0,0,1,0,0,95,526.3333333333334
ambience creacions,flat,6.16,20533.0,4.0,5,3+,10.0,New Property,I68793680,sector 22,3333.0,0,1,0,1,0,2,49,750.0
independent,house,3.2,13519.0,3.0,3,2,1.0,Old Property,,sector 9,2367.0,0,0,0,0,0,2,36,789.0
independent,house,5.0,16244.0,4.0,4,2,2.0,Old Property,,sector 23,3078.0,0,0,0,0,0,0,7,769.5
m3m woodshire,flat,1.3,10815.0,3.0,3,3,7.0,Relatively New,H69159416,sector 107,1542.0,0,0,0,1,0,0,89,400.6666666666667
parsvnath green ville,flat,1.75,7202.0,3.0,3,3,7.0,Old Property,S69851304,sector 48,2200.0,0,1,0,0,0,1,109,810.0
bptp visionnaire,house,4.0,6666.0,4.0,4,3+,2.0,Relatively New,,sector 70,6000.0,0,1,0,0,0,0,154,1500.25
vatika city homes,flat,1.05,8571.0,3.0,3,3,8.0,Moderately Old,D60670642,sector 83,1464.0,0,0,0,1,0,2,103,408.3333333333333
m3m sierra 68,flat,1.05,8537.0,2.0,2,2,11.0,New Property,U69117548,sector 68,1200.0,0,0,0,0,0,2,127,615.0
independent,house,5.7,11750.0,5.0,4,2,2.0,Moderately Old,,sector 21,4851.0,0,1,1,1,0,2,49,970.2
trisara our homes 3,flat,0.38,6312.0,2.0,2,2,1.0,Relatively New,P68881374,sector 6,602.0,0,0,0,0,0,0,0,301.0
m3m merlin,flat,3.4,14419.0,3.0,4,3+,16.0,Relatively New,O69847906,sector 67,2122.0,0,1,0,0,0,2,158,786.0
ss the leaf,flat,1.87,7779.0,3.0,4,3,7.0,Relatively New,U69585524,sector 85,2225.0,0,0,0,0,0,0,49,801.3333333333334
independent,house,2.4,11019.0,8.0,4,2,2.0,Old Property,,sector 10,242.0,0,0,0,0,0,0,21,272.25
corona optus,flat,1.44,7236.0,3.0,3,3+,2.0,Relatively New,E70044104,sector 37c,1784.0,1,1,0,0,1,0,49,663.3333333333334
vatika gurgaon,flat,0.98,8167.0,2.0,2,3,5.0,Relatively New,Z68326116,sector 83,1300.0,0,0,0,0,0,2,96,600.0
unitech uniworld gardens,flat,2.4,11505.0,3.0,3,3+,10.0,Moderately Old,I67839584,sector 47,1878.0,0,1,0,0,0,2,120,695.3333333333334
bestech park view grand spa,flat,4.5,10714.0,4.0,6,3+,17.0,Relatively New,J69142214,sector 81,3780.0,0,1,0,0,0,2,44,1050.0
ss,flat,1.18,7169.0,2.0,2,3,4.0,Relatively New,W70085788,sector 85,1630.0,0,0,0,0,0,0,49,823.0
bestech park view sanskruti,flat,1.55,9688.0,3.0,3,3,17.0,Relatively New,A57683322,sector 92,1787.0,0,1,0,0,0,2,60,533.3333333333334
ansal sushant lok plots,house,3.3,26570.0,1.0,1,0,2.0,Under Construction,,sector 43,1242.0,0,0,0,0,0,0,0,1242.0
raheja revanta,flat,0.99,6100.0,2.0,2,3,14.0,Under Construction,H29087587,sector 78,1459.0,0,0,0,0,1,0,39,811.5
ambience creacions,flat,2.0,14493.0,2.0,2,2,9.0,Relatively New,P68625470,sector 22,1533.0,0,0,0,0,0,0,49,690.0
dlf the arbour,flat,8.5,21519.0,4.0,4,0,27.0,Under Construction,G69654548,sector 63,3950.0,0,0,0,0,0,0,61,987.5
aipl club residences,flat,0.95,10215.0,2.0,2,1,11.0,New Property,T69864884,sector 70,930.0,0,0,0,0,0,2,103,465.0
ss the leaf,flat,1.14,6951.0,2.0,2,3,4.0,Relatively New,S69449988,sector 85,1476.0,0,0,0,0,0,0,109,820.0
smart world gems,flat,1.1,9973.0,3.0,1,0,0.0,New Property,T69796666,sector 89,1103.0,0,0,0,0,0,0,45,367.6666666666667
dlf new town heights,flat,1.15,5959.0,3.0,3,3+,9.0,Relatively New,Z42579727,sector 90,1737.0,0,1,0,1,0,0,88,643.3333333333334
ireo the corridors,flat,1.8,9370.0,3.0,3,2,3.0,New Property,Y69734306,sector 67,1547.0,1,0,1,0,0,2,150,640.3333333333334
emaar gurgaon greens,flat,1.35,8182.0,3.0,3,3,9.0,Relatively New,H68246000,sector 102,1311.0,0,1,0,0,0,0,100,550.0
shree vardhman victoria,flat,1.63,8359.0,3.0,3,3,5.0,New Property,W69217906,sector 70,1523.0,0,1,0,0,1,0,49,650.0
supertech araville,flat,0.95,6209.0,2.0,2,3,7.0,New Property,U68944572,sector 79,1377.0,1,0,0,0,0,0,49,765.0
emaar gurgaon greens,flat,1.39,8424.0,3.0,3,3,7.0,Relatively New,U69412300,sector 102,1485.0,0,1,0,0,0,2,21,550.0
m3m sierra 68,flat,1.2,9002.0,2.0,2,3,1.0,Relatively New,U69787898,sector 68,979.0,0,0,0,0,0,1,76,666.5
smart world orchard,flat,2.3,14110.0,3.0,3,2,2.0,Under Construction,X70004764,sector 61,1467.0,1,0,0,0,0,0,79,543.3333333333334
indiabulls enigma,flat,3.49,10265.0,4.0,5,3,7.0,Relatively New,J69708120,sector 110,3060.0,0,1,0,0,0,0,165,850.0
orris aster court,flat,0.93,5671.0,3.0,3,3,8.0,Relatively New,R69813796,sector 85,1587.0,0,0,0,0,0,0,0,546.6666666666666
jammu and kashmir bank employees cghs,flat,0.94,6065.0,3.0,3,2,5.0,Moderately Old,K64593266,sector 9,1722.0,0,0,0,0,0,2,85,516.6666666666666
ansal sushant lok plots,house,7.0,25926.0,5.0,5,3+,3.0,Relatively New,,sector 43,2700.0,1,1,0,1,0,2,41,540.0
raheja vedas,flat,2.15,4134.0,3.0,4,3+,12.0,Relatively New,D45804415,sector 108,4600.0,1,0,0,0,0,0,0,1733.6666666666667
emaar gurgaon greens,flat,1.45,8788.0,3.0,3,2,7.0,Relatively New,T69411388,sector 102,1485.0,0,1,0,0,0,0,169,550.0
shree vardhman victoria,flat,1.8,9231.0,3.0,5,3,0.0,New Property,V69957538,sector 70,2167.0,0,0,0,0,0,0,72,650.0
vatika gurgaon,flat,0.85,8947.0,2.0,2,2,18.0,Moderately Old,M62910168,sector 83,1100.0,0,0,0,1,0,2,119,475.0
shapoorji pallonji joyville gurugram,flat,1.4,11667.0,2.0,2,3,0.0,Relatively New,M61974474,sector 102,1282.0,0,0,0,0,0,0,80,600.0
shapoorji pallonji joyville gurugram,flat,0.97,10601.0,2.0,2,2,12.0,Relatively New,L69124940,sector 102,824.0,0,0,0,0,0,0,100,457.5
jammu and kashmir bank employees cghs,flat,0.95,6129.0,3.0,3,2,5.0,Moderately Old,E45070641,sector 9,1395.0,0,0,0,0,1,0,30,516.6666666666666
m3m woodshire,flat,1.49,6311.0,3.0,4,3+,5.0,Relatively New,I67108708,sector 107,2125.0,0,1,1,0,0,2,174,787.0
experion windchants,flat,2.5,13889.0,2.0,2,3,10.0,Relatively New,X69128918,sector 112,1939.03,1,0,0,1,0,2,174,900.0
umang winter hills,flat,0.92,5049.0,3.0,3,3,17.0,Relatively New,G68287864,sector 77,1598.0,0,0,0,0,1,2,49,607.3333333333334
emaar imperial gardens,flat,1.98,9900.0,3.0,3,3+,9.0,Relatively New,M69068068,sector 102,2222.0,0,1,0,0,0,2,72,666.6666666666666
bptp park generations,flat,1.5,9868.0,3.0,2,3+,17.0,Relatively New,Z69748514,sector 37,1368.0,0,0,0,0,0,0,42,506.6666666666667
ss the leaf,flat,1.05,6162.0,2.0,2,3+,7.0,Relatively New,G66846598,sector 85,1504.0,0,0,1,0,0,0,144,852.0
