society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
ss the leaf,flat,1.14,6433.0,Super Built up area 1772(164.62 sq.m.),1772.0,2,2,3,16.0,South,Relatively New,D69824212,sector 85,1772.0,,,0,0,0,0,0,0,44
viridian the plaza 106,flat,0.39,5571.0,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),700.0,1,1,1,7.0,East,Relatively New,S69971192,sector 106,700.0,,450.0,0,0,0,0,0,0,130
ramprastha the edge towers,flat,1.1,5528.0,Built Up area: 1990 (184.88 sq.m.),1990.0,3,3,3,9.0,,Undefined,R68957042,sector 37,,1990.0,,0,0,0,0,0,0,63
emaar mgf emerald estate,flat,1.75,12544.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),1395.0,3,3,3,10.0,North-East,Relatively New,B69216570,sector 65,1395.0,,809.0,0,1,0,0,0,2,124
independent,house,1.0,6667.0,Built Up area: 1500 (139.35 sq.m.),1500.0,1,1,0,1.0,,Undefined,,sector 5,,1500.0,,0,0,0,0,0,0,0
bptp freedom park life,flat,5.5,8982.0,Built Up area: 5010 (465.44 sq.m.),6123.0,5,6,3+,19.0,East,Moderately Old,J59619536,sector 57,,5010.0,,0,1,0,1,0,2,153
ats triumph,flat,2.55,13076.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),1950.0,4,4,3+,21.0,East,Relatively New,J69054880,sector 104,3150.0,,1950.0,0,1,0,0,0,0,150
chd avenue,flat,1.16,6655.0,Super Built up area 1743(161.93 sq.m.),1743.0,3,3,3,5.0,South-West,Moderately Old,C69466170,sector 71,1743.0,,,0,1,0,0,0,2,73
independent,house,0.29,3254.0,Plot area 891(82.78 sq.m.),891.0,2,1,0,0.0,West,Old Property,,garhi harsaru,,891.0,,0,0,0,0,0,0,0
independent,house,0.75,20833.0,Plot area 40(33.45 sq.m.),360.0,7,4,3+,4.0,,Moderately Old,,sector 28,,360.0,,0,0,0,0,0,0,7
residency grand,flat,5.0,7692.0,Carpet area: 5200 (483.1 sq.m.),6500.0,5,7,3+,1.0,East,Moderately Old,U36038313,sector 52,,,5200.0,0,1,0,1,0,0,77
raheja vedaanta,flat,0.65,4761.0,Super Built up area 1365(126.81 sq.m.),1365.0,2,2,2,5.0,East,Relatively New,Y67111934,sector 108,1365.0,,,0,0,0,1,0,2,174
independent,house,1.0,79365.0,Plot area 126(11.71 sq.m.),126.0,2,2,0,0.0,,Old Property,,sector 7,,126.0,,1,0,0,0,0,0,7
sare crescent parc,flat,0.49,4909.0,Carpet area: 998 (92.72 sq.m.),998.0,2,2,2,2.0,,Relatively New,M59252680,sector 92,,,998.0,0,0,0,0,0,0,96
mapsko mount ville,flat,1.85,9641.0,Super Built up area 1815(168.62 sq.m.),1919.0,3,4,3,21.0,,New Property,T65412204,sector 79,1815.0,,,0,1,0,1,0,0,49
independent,house,2.5,13157.0,Plot area 1900(176.52 sq.m.),1900.0,5,5,3+,2.0,,Relatively New,,sector 37,,1900.0,,0,0,0,0,0,0,0
emaar palm gardens,flat,1.55,9011.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),1720.0,3,3,3,4.0,West,Relatively New,I69975884,sector 83,1720.0,1400.0,1095.0,0,1,0,0,0,2,174
dlf city plots,house,4.0,40775.0,Plot area 109(91.14 sq.m.),981.0,4,3,2,2.0,,Relatively New,,sector 26,,981.0,,0,0,0,0,0,2,0
independent,house,2.75,7666.0,Built Up area: 3000 (278.71 sq.m.),3587.0,7,7,3+,3.0,North-East,Moderately Old,,sector 24,,3000.0,,0,0,0,0,1,2,0
independent,house,2.75,12343.0,Built Up area: 2228 (206.99 sq.m.),2228.0,6,6,2,2.0,,Undefined,,sector 12a,,2228.0,,0,0,0,0,0,0,0
birla navya,flat,2.2,17488.0,Super Built up area 1258(116.87 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),1258.0,2,3,3+,4.0,,Under Construction,B63440028,sector 63,1258.0,,770.0,0,0,0,0,0,0,60
global hill view,flat,0.36,5150.0,Built Up area: 699 (64.94 sq.m.),699.0,2,2,0,15.0,,Undefined,Q69513906,sector 11,,699.0,,0,0,0,0,0,0,0
ss the leaf,flat,2.13,7574.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2812.0,4,4,3,2.0,North,Relatively New,E70087294,sector 85,2812.0,2600.0,2200.0,0,0,0,0,0,0,49
sare petioles,flat,1.25,6097.0,Carpet area: 2050 (190.45 sq.m.),2050.0,3,3,3,18.0,,Under Construction,Q69196420,sector 92,,,2050.0,0,1,0,0,0,0,44
shree vardhman flora,flat,0.7,5177.0,Super Built up area 1352(125.6 sq.m.),1352.0,2,2,3,9.0,East,New Property,Y61324016,sector 90,1352.0,,,1,0,0,0,0,0,97
huda sector-56 gurgaon,house,3.6,24845.0,Plot area 161(134.62 sq.m.),1449.0,5,5,3+,3.0,North-East,Moderately Old,,sector 56,,1449.0,,0,0,0,0,1,0,47
4s aradhya homes,house,1.83,6778.0,Plot area 300(250.84 sq.m.),2700.0,4,4,2,4.0,East,New Property,,sector 67,,2700.0,,0,0,0,1,0,2,145
puri emerald bay,flat,2.23,9911.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),2250.0,3,4,3+,10.0,East,Relatively New,O69187884,sector 104,2450.0,,2250.0,0,1,0,0,0,2,159
rof ananda,flat,0.55,8527.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),645.0,3,2,2,14.0,East,New Property,E69600022,sector 95,1000.0,,645.0,1,0,0,0,0,2,81
bestech spa signature,flat,4.45,10595.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4200.0,4,4,3+,8.0,South-West,Relatively New,C69362138,sector 81,4200.0,3850.0,3600.0,1,1,0,1,1,2,49
m3m heights,flat,2.79,14168.0,Super Built up area 1828(169.83 sq.m.),1969.0,3,3,3,26.0,East,New Property,J68308392,sector 65,1828.0,,,0,0,0,0,0,0,15
godrej aria,flat,1.1,11482.0,Super Built up area 89,958.0,2,2,3,9.0,,New Property,K68598604,sector 79,89.0,,,0,0,0,0,0,0,62
signature global park 4,flat,0.85,11333.0,Carpet area: 750 (69.68 sq.m.),750.0,3,2,3,1.0,,New Property,E69678674,sector 36,,,750.0,0,0,0,0,0,0,33
vatika lifestyle homes,flat,1.04,5699.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1825.0,3,2,2,2.0,South-West,Moderately Old,P64577144,sector 83,1755.0,1500.0,1100.0,0,0,0,0,0,0,95
godrej,flat,2.0,8453.0,Carpet area: 2366 (219.81 sq.m.),2366.0,3,4,3+,2.0,North-East,Relatively New,O69003136,sector 79,,,2366.0,0,1,0,0,0,2,156
signature global orchard avenue,flat,0.4,7359.0,Carpet area: 543.53 (50.5 sq.m.),544.0,2,2,2,11.0,,New Property,X64712920,sector 93,,,543.57695,0,0,0,0,0,0,37
shree vardhman victoria,flat,1.65,8461.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3,4,3,5.0,South-East,Relatively New,L69623396,sector 70,1950.0,,1161.0,0,1,0,0,1,2,49
signature andour heights,flat,0.37,8222.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),450.0,1,1,2,2.0,North-East,Relatively New,Q59172916,sector 71,,450.0,366.48,0,0,0,0,0,0,65
international city by sobha phase 1,house,6.1,25103.0,Plot area 270(225.75 sq.m.),2430.0,5,6,3+,2.0,,Moderately Old,,sector 109,,2430.0,,0,1,0,0,0,0,30
microtek greenburg,flat,1.65,8707.0,Super Built up area 1895(176.05 sq.m.),1895.0,3,4,3,8.0,North-West,Relatively New,J68748272,sector 86,1895.0,,,0,1,0,0,0,0,124
independent,house,12.0,42194.0,Plot area 316(264.22 sq.m.),2844.0,4,5,3+,4.0,East,Relatively New,,sector 28,,2844.0,,0,1,1,1,0,2,60
ss the leaf,flat,1.85,7682.0,Super Built up area 2408(223.71 sq.m.),2408.0,3,4,3,2.0,North,Relatively New,Z69461738,sector 85,2408.0,,,1,1,0,0,0,2,49
independent,house,4.5,14286.0,Plot area 14(354.1 sq.m.),3150.0,9,9,3+,3.0,,Relatively New,,sector 9,,14.0,,1,0,0,1,1,2,38
signature global city 63a,flat,1.55,14783.0,Carpet area: 1050 (97.55 sq.m.),1049.0,2,2,2,2.0,,Under Construction,S70013926,sector 63,,,1050.0,0,0,0,0,0,0,0
independent,house,3.5,21605.0,Plot area 180(150.5 sq.m.),1620.0,4,4,3+,3.0,South,Old Property,,sector 57,,1620.0,,0,0,1,0,0,2,67
independent,house,6.25,2778.0,Plot area 3100(2591.99 sq.m.)Built Up area: 2660 sq.yards (2224.1 sq.m.)Carpet area: 2500 sq.yards (2090.32 sq.m.),22498.0,9,9,3+,3.0,North-East,New Property,,sector 57,,2660.0,2500.0,0,1,0,0,0,2,61
indiabulls enigma,flat,3.4,10000.0,Super Built up area 3400(315.87 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3400.0,4,5,3,10.0,South-West,Relatively New,R69549220,sector 110,3400.0,3000.0,2800.0,0,1,0,0,0,0,152
sare crescent parc,flat,0.9,4278.0,Super Built up area 1870(173.73 sq.m.),2104.0,4,5,3+,14.0,North-East,Relatively New,P41495683,sector 92,1870.0,,,0,1,0,0,1,0,62
international city by sobha phase 2,house,7.0,12963.0,Plot area 600(501.68 sq.m.),5400.0,5,6,2,2.0,West,Relatively New,,sector 109,,5400.0,,0,1,0,0,0,0,154
independent,house,0.6,5128.0,Plot area 130(108.7 sq.m.),1170.0,7,3,1,2.0,North,Moderately Old,,sector 104,,1170.0,,0,0,0,0,0,0,0
dlf the skycourt,flat,1.72,8916.0,Super Built up area 1929(179.21 sq.m.),1929.0,3,3,1,8.0,North,Relatively New,T69781942,sector 86,1929.0,,,0,0,0,0,1,2,49
independent,house,1.3,8701.0,Plot area 166(138.8 sq.m.),1494.0,4,4,2,1.0,East,Old Property,,sector 10,,1494.0,,0,0,0,0,0,0,0
bestech altura,flat,2.55,9532.0,Built Up area: 2675 (248.52 sq.m.),2675.0,4,5,2,4.0,East,New Property,X69888856,sector 79,,2675.0,,0,1,0,0,0,0,44
paras dews,flat,1.0,7220.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1385.0,2,2,3+,2.0,North-East,New Property,Z70158006,sector 106,1385.0,940.0,845.0,0,0,0,0,0,2,21
ss the leaf,flat,1.83,7610.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),2405.0,3,4,3,9.0,North-East,Relatively New,R69585006,sector 85,2408.0,1925.0,1875.0,0,0,0,0,0,0,49
microtek greenburg,flat,1.3,8756.0,Super Built up area 1480(137.5 sq.m.),1485.0,2,2,3,10.0,,Relatively New,R70169300,sector 86,1480.0,,,1,0,0,0,0,0,38
godrej air,flat,2.5,1379.0,Carpet area: 18122 (1683.59 sq.m.),18129.0,4,5,3+,16.0,North-East,Under Construction,I69226618,sector 85,,,18122.0,1,0,0,1,1,2,44
adani aangan arcade,flat,0.45,7200.0,Carpet area: 625 (58.06 sq.m.),625.0,2,2,1,3.0,,New Property,R66070700,sector 88a,,,625.0,0,0,0,0,0,0,14
vipul belmonte,flat,6.0,24489.0,Super Built up area 2450(227.61 sq.m.),2450.0,3,4,3+,6.0,North-West,Moderately Old,X69526946,sector 53,2450.0,,,0,1,0,0,1,2,26
umang winter hills,flat,0.8,5961.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1342.0,2,2,2,10.0,North,Relatively New,W69654942,sector 77,1342.0,,1000.0,0,0,0,0,0,2,49
independent,house,4.75,20068.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),2367.0,7,5,3+,3.0,South-West,Old Property,,sector 22,,261.0,259.0,0,0,0,1,1,2,49
ansal heights 86,flat,1.3,4666.0,Super Built up area 2786(258.83 sq.m.),2786.0,4,6,2,11.0,East,New Property,C69834778,sector 86,2786.0,,,0,1,0,0,1,0,86
the new crpf apartments,flat,0.75,5813.0,Carpet area: 1290 (119.84 sq.m.),1290.0,3,3,3,6.0,East,Old Property,G70096950,sector 9,,,1290.0,0,0,0,1,0,0,31
indiabulls centrum park,flat,1.65,8250.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2000.0,3,3,3+,15.0,,Relatively New,V69886138,sector 103,2000.0,,1400.0,1,0,0,0,0,0,38
sare crescent parc royal greens phase 1,flat,0.5,5000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),1000.0,2,2,3,2.0,North-East,Undefined,J69634490,sector 92,,1000.0,999.0,0,0,0,0,0,0,0
parsvnath green ville,flat,1.5,8787.0,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1707.0,3,3,3,1.0,North,Old Property,H69850926,sector 48,1707.0,1600.0,1400.0,0,0,0,0,0,2,128
corona optus,flat,1.25,8928.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,3,2.0,South-East,Relatively New,Y70043972,sector 37c,1735.0,,1400.0,1,0,0,0,0,0,49
iffco nagar and 17b rwa,house,2.98,20566.0,Plot area 161(134.62 sq.m.),1449.0,6,6,3+,3.0,East,Relatively New,,sector 17,,1449.0,,1,0,0,1,0,0,78
m3m merlin,flat,3.5,14583.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),2400.0,3,4,3,17.0,South-East,Relatively New,H69409856,sector 67,2400.0,,2050.0,0,1,1,0,0,2,167
dlf city plots phase 2,house,15.5,34307.0,Plot area 502(419.74 sq.m.),4518.0,5,6,3+,3.0,East,Moderately Old,,sector 25,,4518.0,,1,1,1,1,0,0,144
independent,house,16.0,59259.0,Plot area 350(292.64 sq.m.)Built Up area: 325 sq.yards (271.74 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),2700.0,16,16,3+,4.0,West,New Property,,sector 25,,325.0,300.0,1,1,1,1,0,2,72
shree vardhman flora,flat,0.7,5325.0,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),1315.0,2,2,3,9.0,East,New Property,T67903894,sector 90,1352.0,1350.0,,1,0,0,0,0,0,60
ansal height 86,flat,0.8,5882.0,Built Up area: 1360 (126.35 sq.m.),1360.0,2,2,0,1.0,,Undefined,D65720886,sector 86,,1360.0,,0,0,0,0,0,0,0
independent,house,5.5,1087.0,Plot area 5620(4699.04 sq.m.)Built Up area: 8260 sq.yards (6906.41 sq.m.)Carpet area: 4860 sq.yards (4063.58 sq.m.),50598.0,8,8,2,3.0,North-East,Relatively New,,sector 50,,8260.0,4860.0,0,0,0,1,0,2,49
eldeco mansionz,house,6.4,23704.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),2700.0,4,4,3,3.0,West,Moderately Old,,sector 48,,366.0,,0,1,1,0,0,2,151
pivotal devaan,flat,0.41,7032.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),583.0,2,2,2,10.0,East,New Property,X58511882,sector 84,583.0,565.0,483.0,0,0,0,0,0,2,23
m3m woodshire,flat,0.88,6442.0,Super Built up area 1366(126.91 sq.m.),1366.0,2,2,3+,3.0,East,Relatively New,I69721846,sector 107,1366.0,,,0,0,0,0,0,0,99
independent,house,5.8,32222.0,Plot area 200(167.23 sq.m.),1800.0,5,5,3+,2.0,North,Old Property,,sector 26,,1800.0,,1,1,1,1,0,0,53
imperia the esfera,flat,1.1,5405.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),2035.0,3,4,3,9.0,West,Relatively New,W70042548,sector 37c,2035.0,,1760.0,1,1,0,0,0,0,49
la vida by tata housing,flat,2.35,10599.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2217.0,3,3,3,11.0,North-East,New Property,X68408548,sector 113,2217.0,2210.0,1720.0,0,1,0,0,0,0,174
parsvnath exotica,flat,5.0,17241.0,Carpet area: 2900 (269.42 sq.m.),2900.0,3,4,3,7.0,,Old Property,M69783894,sector 53,,,2900.0,0,1,0,0,0,2,24
shree vardhman mantra,flat,0.56,7000.0,Carpet area: 800 (74.32 sq.m.),800.0,2,2,1,8.0,,New Property,T70084808,sector 67,,,800.0,0,0,0,0,0,0,65
sare crescent parc,flat,0.87,4971.0,Super Built up area 1750(162.58 sq.m.),1750.0,4,4,2,2.0,East,Moderately Old,P69781162,sector 92,1750.0,,,0,0,1,0,0,1,115
prime habitat,flat,0.26,4745.0,Carpet area: 550 (51.1 sq.m.),548.0,2,2,1,6.0,North-East,Relatively New,K69324896,sector 99a,,,550.0,0,0,0,0,1,0,79
awho shanti vihar,flat,0.8,8888.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),900.0,2,2,3,9.0,East,New Property,R70152082,sector 95,900.0,,550.0,1,0,0,0,0,0,67
signature global solera,flat,0.28,5674.0,Carpet area: 489 (45.43 sq.m.),493.0,2,2,2,11.0,North,Relatively New,U69413356,sector 107,,,489.0,0,0,0,0,0,0,29
rof ananda,flat,0.2,5463.0,Carpet area: 366.08 (34.01 sq.m.),366.0,1,1,1,10.0,West,Relatively New,D69372680,sector 95,,,366.08023899999995,0,0,0,0,0,0,82
independent,house,1.25,78125.0,Built Up area: 160 (14.86 sq.m.),160.0,2,3,0,1.0,,Undefined,,sector 4,,160.0,,0,0,0,0,0,0,0
shree vardhman victoria,flat,1.8,9230.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3,4,3,2.0,South-West,New Property,Q67976434,sector 70,1950.0,,1161.0,0,1,0,0,1,0,45
emaar mgf marbella,house,8.7,38667.0,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),2250.0,4,5,2,3.0,East,New Property,,sector 66,,267.0,,1,1,0,0,0,0,144
dlf the ultima,flat,2.7,12802.0,Carpet area: 2109 (195.93 sq.m.),2109.0,3,3,3,15.0,North,Relatively New,S69555438,sector 81,,,2109.0,0,1,0,0,0,2,49
tulip violet,flat,1.42,8998.0,Super Built up area 1578(146.6 sq.m.),1578.0,3,3,2,8.0,East,Relatively New,O66588600,sector 69,1578.0,,,0,0,0,1,0,2,94
independent,house,8.5,31481.0,Plot area 300(250.84 sq.m.),2700.0,5,5,3,3.0,West,Moderately Old,,sector 43,,2700.0,,0,1,0,0,0,2,113
independent,house,0.55,4583.0,Carpet area: 1200 (111.48 sq.m.),1200.0,2,2,0,2.0,North-East,Undefined,,sector 10,,,1200.0,0,0,0,0,0,0,0
independent,house,3.4,15111.0,Plot area 250(209.03 sq.m.),2250.0,3,3,3,1.0,North-West,Old Property,,sector 14,,2250.0,,0,0,0,0,0,0,32
independent,house,0.5,9259.0,Plot area 540(50.17 sq.m.),540.0,5,3,2,3.0,West,Old Property,,sector 105,,540.0,,0,0,0,0,0,0,0
madhur jeevan apartments,flat,1.59,8594.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,4,3,3+,3.0,North,Old Property,E69442206,sector 56,2000.0,1900.0,1850.0,0,0,0,0,1,2,33
m3m heights,flat,2.86,14000.0,Carpet area: 2040 (189.52 sq.m.),2043.0,3,3,3,45.0,East,Under Construction,O70175164,sector 65,,,2040.0,0,1,0,0,0,0,48
sare homes,flat,0.95,4871.0,Super Built up area 1950(181.16 sq.m.),1950.0,4,3,3,13.0,,New Property,Q55329782,sector 92,1950.0,,,0,0,0,0,0,0,0
signature global city,flat,1.1,9838.0,Carpet area: 1118 (103.87 sq.m.),1118.0,2,2,2,4.0,South,Undefined,S68639866,sector 93,,,1118.0,0,0,0,0,0,0,59
antriksh heights,flat,0.79,4579.0,Super Built up area 1725(160.26 sq.m.),1725.0,3,3,3+,8.0,West,New Property,Z67825922,sector 84,1725.0,,,0,0,0,0,0,0,24
sector 14 rwa,house,6.5,20635.0,Plot area 350(292.64 sq.m.),3150.0,4,4,3+,2.0,,Moderately Old,,sector 14,,3150.0,,0,0,0,0,0,0,0
vipul tatvam villa,house,7.35,22812.0,Plot area 358(299.33 sq.m.),3222.0,4,5,2,2.0,South,Moderately Old,,sector 48,,3222.0,,1,1,1,1,0,2,144
emaar imperial gardens,flat,1.85,9135.0,Carpet area: 2025 (188.13 sq.m.),2025.0,3,3,3+,0.0,South-West,Relatively New,Z68808868,sector 102,,,2025.0,0,1,0,0,0,2,95
shree vardhman flora,flat,1.3,5252.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 1825 sq.ft. (169.55 sq.m.),2475.0,4,5,2,9.0,North-East,Relatively New,T68041170,sector 90,2475.0,,1825.0,1,1,0,0,0,0,110
unitech uniworld resorts,house,10.0,181818.0,Plot area 550(51.1 sq.m.),550.0,5,6,3,4.0,North-East,New Property,,sector 33,,550.0,,1,1,0,0,0,0,26
vatika iris floors,flat,0.63,5590.0,Super Built up area 1134(105.35 sq.m.),1127.0,2,2,3+,2.0,East,Relatively New,T67087386,sector 82,1134.0,,,1,0,0,0,0,0,110
la vida by tata housing,flat,2.35,13352.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1930 sq.ft. (179.3 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),1760.0,3,4,3,3.0,West,Relatively New,A69375586,sector 113,2217.0,1930.0,1760.0,0,1,0,0,0,0,174
independent,house,2.3,17014.0,Plot area 160(133.78 sq.m.),1352.0,4,4,3,2.0,East,Old Property,,sector 4,,160.0,,0,0,0,0,0,2,15
ireo the corridors,flat,1.62,9380.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),1727.0,3,3,2,4.0,North,New Property,I69734054,sector 67,1727.0,,1017.0,0,0,1,0,0,2,142
housing board colony,flat,0.3,41666.0,Carpet area: 72 (6.69 sq.m.),72.0,1,1,0,0.0,,Moderately Old,Y69902620,sector 51,,,72.0,1,0,0,0,0,0,15
mapsko casa bella,flat,1.25,6377.0,Super Built up area 1960(182.09 sq.m.),1960.0,3,4,3+,8.0,,Under Construction,W68087548,sector 82,1960.0,,,0,0,0,0,0,0,54
m3m woodshire,flat,0.9,6588.0,Super Built up area 1366(126.91 sq.m.),1366.0,2,2,3+,4.0,,Relatively New,S70122896,sector 107,1366.0,,,0,0,0,0,0,0,21
dlf the primus,flat,2.95,11451.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2576.0,4,5,3+,10.0,North-East,Relatively New,U70012350,sector 82,2576.0,,1700.0,0,1,0,0,0,1,174
indiabulls centrum park,flat,1.15,8679.0,Super Built up area 1325(123.1 sq.m.)Carpet area: 865 sq.ft. (80.36 sq.m.),1325.0,2,2,3,10.0,North-East,Relatively New,S69178792,sector 103,1325.0,,865.0,1,0,0,0,0,2,174
pioneer urban presidia,flat,6.5,14987.0,Super Built up area 4337(402.92 sq.m.),4337.0,4,4,3+,3.0,West,Moderately Old,L67890434,sector 62,4337.0,,,1,0,0,0,0,0,86
independent,house,5.0,43066.0,Plot area 129(107.86 sq.m.),1161.0,21,21,3+,5.0,North,Relatively New,,sector 54,,1161.0,,0,1,0,0,0,1,49
signature global the millennia,flat,0.65,10906.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596 sq.ft. (55.37 sq.m.),596.0,2,2,3,0.0,,New Property,X69385790,sector 37,650.0,,596.0,0,0,0,0,0,0,40
unitech nirvana birch court,house,11.95,36883.0,Plot area 360(301.01 sq.m.),3240.0,3,3,2,1.0,West,Moderately Old,,sector 50,,3240.0,,1,1,0,0,0,0,101
international city by sobha phase 2,house,7.0,12963.0,Plot area 600(501.68 sq.m.),5400.0,4,4,3+,2.0,West,Relatively New,,sector 109,,5400.0,,0,0,0,0,0,2,102
ss the leaf,flat,1.77,7350.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2408.0,3,4,3,6.0,South-East,Moderately Old,G53338910,sector 85,2408.0,1450.0,1300.0,0,1,0,0,0,2,135
smart world gems,flat,1.2,8433.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),1423.0,3,3,2,2.0,East,Undefined,C69125920,sector 89,,1423.0,920.0,0,0,0,0,0,0,45
shapoorji pallonji joyville gurugram,flat,1.24,10205.0,Super Built up area 1215(112.88 sq.m.),1215.0,2,2,2,10.0,East,Relatively New,M69976672,sector 102,1215.0,,,0,0,0,0,0,0,141
international city by sobha phase 2,house,8.48,23556.0,Plot area 400(334.45 sq.m.),3600.0,4,6,3+,3.0,North-East,New Property,,sector 109,,3600.0,,1,1,1,1,0,0,153
vatika independent floors,flat,1.45,8056.0,Built Up area: 1800 (167.23 sq.m.),1800.0,4,3,0,1.0,,Undefined,M69926636,sector 82,,1800.0,,0,0,0,0,0,0,50
independent,house,0.45,12162.0,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),370.0,4,4,2,4.0,North,Moderately Old,,sector 104,,,1500.0,0,0,0,0,0,2,7
antriksh heights,flat,0.54,4458.0,Super Built up area 1200(111.48 sq.m.),1211.0,2,2,3+,17.0,North-West,Relatively New,H67426442,sector 84,1200.0,,,0,0,0,0,0,0,81
central park flower valley cerise floors,house,1.35,11157.0,Built Up area: 1210 (112.41 sq.m.),1210.0,2,2,2,4.0,East,New Property,,sector 33,,1210.0,,1,0,0,0,0,1,107
tulip violet,flat,1.8,8955.0,Super Built up area 2010(186.74 sq.m.),2010.0,4,4,2,9.0,South-West,Relatively New,G69975672,sector 69,2010.0,,,0,0,0,1,0,2,165
independent,house,5.25,11666.0,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),4500.0,9,9,3+,4.0,East,Relatively New,,sector 47,,4650.0,4500.0,0,1,0,0,0,2,142
ansal heights 86,flat,0.9,5325.0,Built Up area: 1690 (157.01 sq.m.),1690.0,3,3,2,10.0,,New Property,L68958088,sector 86,,1690.0,,0,0,0,0,0,0,29
ansals florence villa,house,3.65,10579.0,Plot area 3450(320.52 sq.m.),3450.0,6,6,2,3.0,North-West,Moderately Old,,sector 57,,3450.0,,1,1,1,1,0,1,152
