society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
bptp terra,flat,1.67,7622.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),2191.0,4.0,4,3,11.0,West,Relatively New,G70095248,sector 37,2191.0,2091.0,1991.0,0,0,0,0,0,2,149,547.75
tulip violet,flat,3.1,9823.0,Super Built up area 3156(293.2 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3156.0,4.0,6,3+,14.0,North,Relatively New,G69429952,sector 69,3156.0,,2500.0,0,1,0,1,0,0,174,789.0
tulip violet,flat,1.72,8731.0,Super Built up area 1970(183.02 sq.m.),1970.0,4.0,4,1,12.0,North-East,Relatively New,U69355454,sector 69,1970.0,,,0,0,0,0,0,0,86,492.5
ramprastha primera,flat,1.2,13333.0,Carpet area: 900 (83.61 sq.m.),900.0,3.0,3,3,5.0,North-East,Relatively New,I70027322,sector 37,,,900.0,0,0,1,0,0,0,50,300.0
sobha city,flat,1.9,13758.0,Super Built up area 1381(128.3 sq.m.),1381.0,2.0,2,2,8.0,East,Relatively New,K69513320,sector 108,1381.0,,,0,0,0,0,0,0,85,690.5
tulip petals,flat,1.1,7097.0,Built Up area: 1550 (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1550.0,3.0,2,3,4.0,,Undefined,O69722550,sector 89,,1550.0,1320.0,0,0,0,0,0,0,0,516.6666666666666
senate court,flat,0.9,14085.0,Built Up area: 639 (59.37 sq.m.),639.0,1.0,1,0,0.0,,Undefined,S64125662,sector 62,,639.0,,0,0,0,0,0,0,0,639.0
"godrej 101, sector 79",flat,1.25,9038.0,Built Up area: 1383 (128.48 sq.m.),1383.0,2.0,2,3,1.0,East,Undefined,M69336192,sector 79,,1383.0,,0,0,0,0,0,0,0,691.5
smart world gems,flat,1.05,9519.0,Built Up area: 1103 (102.47 sq.m.),1103.0,2.0,2,2,4.0,,Under Construction,E70135102,sector 89,,1103.0,,1,0,0,0,1,0,38,551.5
dlf the ultima,flat,3.45,12013.0,Super Built up area 2872(266.82 sq.m.),2872.0,4.0,4,3+,10.0,East,New Property,O68573508,sector 81,2872.0,,,0,1,0,0,0,1,165,718.0
tarc maceo,flat,1.9,6975.0,Super Built up area 2724(253.07 sq.m.),2724.0,4.0,4,3,9.0,North,Relatively New,B70084692,sector 91,2724.0,,,0,1,0,0,0,0,120,681.0
vatika the seven lamps,flat,0.81,6193.0,Super Built up area 1300(120.77 sq.m.),1308.0,2.0,2,2,15.0,West,Relatively New,Q69685558,sector 82,1300.0,,,0,0,0,0,0,2,117,654.0
bptp astaire gardens,house,1.18,8138.0,Carpet area: 1450 (134.71 sq.m.),1450.0,3.0,3,3+,2.0,North-East,Relatively New,,sector 70,,,1450.0,0,0,0,0,1,2,153,483.3333333333333
pareena coban residences,flat,1.6,8000.0,Super Built up area 2000(185.81 sq.m.),2000.0,3.0,3,3,6.0,,Under Construction,K68565760,sector 99a,2000.0,,,0,0,0,0,0,0,0,666.6666666666666
dlf the ultima,flat,3.45,12357.0,Super Built up area 2792(259.39 sq.m.),2792.0,4.0,4,3+,25.0,East,Moderately Old,Z68652142,sector 81,2792.0,,,0,1,0,0,0,0,67,698.0
conscient heritage max,flat,1.7,11333.0,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,3.0,4,3+,8.0,North-East,Relatively New,T69713280,sector 102,1942.0,1700.0,1500.0,0,1,0,1,0,2,174,500.0
ats triumph,flat,2.6,8254.0,Super Built up area 3150(292.64 sq.m.),3150.0,4.0,4,3+,12.0,South,Relatively New,S68587250,sector 104,3150.0,,,0,1,0,0,0,0,118,787.5
ats triumph,flat,2.65,8413.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2650 sq.ft. (246.19 sq.m.),3150.0,4.0,4,3+,14.0,East,Relatively New,M69157638,sector 104,3150.0,,2650.0,0,1,0,0,0,0,21,787.5
independent,house,4.7,21759.0,Plot area 240(200.67 sq.m.),2160.0,3.0,3,2,2.0,North,Old Property,,sector 57,,2160.0,,0,1,0,0,1,0,43,720.0
my home,house,0.34,12593.0,Plot area 270(25.08 sq.m.),270.0,2.0,2,2,3.0,West,Moderately Old,,sector 110,,270.0,,0,0,0,0,0,0,22,135.0
international city by sobha phase 2,house,9.4,26111.0,Plot area 400(334.45 sq.m.),3600.0,5.0,6,3+,2.0,North-East,Relatively New,,sector 109,,3600.0,,1,1,1,1,0,2,147,720.0
oriental valley chs,flat,1.5,8108.0,Carpet area: 1850 (171.87 sq.m.),1850.0,4.0,3,3+,8.0,,Moderately Old,E69799308,sector 9,,,1850.0,0,0,0,0,0,0,35,462.5
rof aalayas,flat,0.45,6000.0,Built Up area: 750 (69.68 sq.m.),750.0,1.0,1,2,6.0,,Undefined,Z69515124,sector 102,,750.0,,0,0,0,0,0,0,0,750.0
ss the leaf,flat,1.3,7927.0,Super Built up area 1640(152.36 sq.m.),1640.0,2.0,2,2,17.0,,New Property,I49614764,sector 85,1640.0,,,0,0,0,0,0,0,90,820.0
ambience creacions,flat,3.5,19444.0,Carpet area: 1800 (167.23 sq.m.),1800.0,3.0,4,3+,8.0,East,New Property,Z67904126,sector 22,,,1800.0,0,1,0,0,0,2,57,600.0
vatika gurgaon,flat,0.84,6747.0,Super Built up area 1245(115.66 sq.m.),1245.0,2.0,2,2,7.0,East,Moderately Old,D70152358,sector 83,1245.0,,,0,0,0,0,0,2,157,622.5
apex our homes,flat,0.38,4108.0,Built Up area: 925 (85.94 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),925.0,2.0,2,1,9.0,,Relatively New,P70125476,sector 37c,,925.0,800.0,0,0,0,0,0,0,65,462.5
tata primanti,flat,6.75,19286.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),3500.0,4.0,4,3+,0.0,North-East,New Property,R70100752,sector 72,4250.0,4000.0,3500.0,0,1,0,0,0,2,174,875.0
vatika gurgaon,flat,1.18,6801.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1735.0,3.0,3,2,14.0,North,Relatively New,M69428292,sector 83,1735.0,,1500.0,0,0,0,0,0,0,26,578.3333333333334
ireo skyon,flat,3.0,12484.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2403.0,3.0,3,3,5.0,North-East,Relatively New,O69439286,sector 60,2403.0,2400.0,2200.0,0,1,0,0,0,2,174,801.0
mapsko mount ville,flat,1.5,8264.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),1815.0,3.0,4,3+,11.0,South,Relatively New,Z70021140,sector 79,1815.0,,1071.33,0,1,0,0,0,2,144,605.0
emaar palm gardens,flat,1.8,9474.0,Built Up area: 1900 (176.52 sq.m.),1900.0,3.0,4,0,9.0,,Undefined,C69873450,sector 83,,1900.0,,0,0,0,0,0,0,55,633.3333333333334
spaze privy,house,3.09,6981.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),4426.0,5.0,5,3+,14.0,East,Relatively New,,sector 72,,3653.0,2922.0,0,1,0,0,0,2,33,885.2
m3m one key resiments,flat,0.8,13115.0,Built Up area: 610 (56.67 sq.m.),610.0,1.0,1,0,0.0,,Undefined,G68560058,sector 67,,610.0,,0,0,0,0,0,0,0,610.0
parsvnath exotica,flat,4.8,14679.0,Built Up area: 2895 (268.95 sq.m.),3270.0,3.0,4,3+,12.0,North-West,New Property,I30409139,sector 53,,2895.0,,0,0,0,0,0,0,69,1090.0
independent,house,0.92,15257.0,Built Up area: 603 (56.02 sq.m.),603.0,4.0,1,0,1.0,,Undefined,,sector 3,,603.0,,0,0,0,0,0,0,0,150.75
ansal api celebrity suites,flat,0.6,8163.0,Super Built up area 735(68.28 sq.m.),735.0,1.0,1,1,5.0,North-East,Moderately Old,W69305612,sector 2,735.0,,,0,0,0,0,0,2,88,735.0
m3m woodshire,flat,1.45,6141.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),2361.0,3.0,4,3+,7.0,South,Relatively New,H57213190,sector 107,2361.0,1900.0,,0,1,0,0,0,0,67,787.0
shapoorji pallonji joyville gurugram,flat,1.76,10227.0,Super Built up area 1692(157.19 sq.m.),1721.0,3.0,3,3,1.0,North-East,Relatively New,X69558006,sector 102,1692.0,,,0,0,0,0,0,0,100,573.6666666666666
emaar mgf emerald floors premier,flat,2.7,16364.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3.0,3,3,5.0,North-West,Relatively New,O69850120,sector 65,,,1650.0,0,1,1,0,0,2,108,550.0
huda flats,house,2.3,17037.0,Plot area 150(125.42 sq.m.),1350.0,5.0,3,3+,3.0,North-East,Old Property,,sector 7,,1350.0,,1,1,0,1,0,0,27,270.0
m3m capital,flat,2.9,12620.0,Carpet area: 2298 (213.49 sq.m.),2298.0,4.0,4,3+,11.0,North,Under Construction,G68377158,sector 113,,,2298.0,1,1,0,0,0,0,49,574.5
m3m woodshire,flat,0.8,5857.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1055 sq.ft. (98.01 sq.m.),1366.0,2.0,2,3+,6.0,West,Relatively New,F69544930,sector 107,1366.0,,1055.0,0,0,0,1,0,2,174,683.0
independent,house,8.0,22222.0,Plot area 400(334.45 sq.m.),3600.0,4.0,5,3+,1.0,North-East,Old Property,,sector 7,,3600.0,,1,1,0,1,0,0,31,900.0
m3m golfestate,flat,5.0,16667.0,Super Built up area 3246(301.56 sq.m.)Built Up area: 3245 sq.ft. (301.47 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3000.0,3.0,3,3,2.0,East,Relatively New,O69258752,sector 65,3246.0,3245.0,3000.0,0,1,0,0,0,2,174,1000.0
puri diplomatic greens,flat,2.25,13235.0,Super Built up area 1700(157.94 sq.m.),1700.0,3.0,3,2,12.0,North-East,Relatively New,R69578844,sector 111,1700.0,,,0,0,0,0,0,0,101,566.6666666666666
la vida by tata housing,flat,3.72,13985.0,Carpet area: 2660 (247.12 sq.m.),2660.0,5.0,4,3+,0.0,,New Property,N70165386,sector 113,,,2660.0,0,0,0,1,0,1,44,532.0
dlf regal gardens,flat,1.29,7104.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),1816.0,3.0,3,3+,12.0,South-East,Relatively New,Z69685130,sector 90,1818.0,1817.0,1816.0,0,1,0,0,0,0,152,605.3333333333334
godrej aria,flat,1.69,8522.0,Super Built up area 1983(184.23 sq.m.),1983.0,3.0,3,2,7.0,South,Relatively New,O69438032,sector 79,1983.0,,,0,0,0,0,0,0,112,661.0
ireo the corridors,flat,1.4,9434.0,Super Built up area 1484(137.87 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),1484.0,2.0,2,2,8.0,North,Relatively New,X69328048,sector 67,1484.0,,860.0,1,0,0,0,1,0,90,742.0
breez global heights,flat,0.24,5825.0,Carpet area: 412 (38.28 sq.m.),412.0,1.0,1,1,8.0,,New Property,P69387204,sector 36,,,412.0,0,0,0,0,0,0,57,412.0
independent,house,27.5,24366.0,Plot area 1254(1048.5 sq.m.),11286.0,6.0,7,3+,3.0,North-East,Relatively New,,sector 43,,11286.0,,1,1,0,1,1,2,42,1881.0
raheja vedaanta,flat,1.5,5263.0,Built Up area: 2850 (264.77 sq.m.),2850.0,3.0,4,0,12.0,,Undefined,U68022230,sector 108,,2850.0,,0,0,0,0,0,0,0,950.0
emaar gurgaon greens,flat,1.3,7879.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,3.0,3,3,4.0,East,Relatively New,Q67478474,sector 102,1650.0,,1022.58,0,1,0,0,0,2,125,550.0
ireo skyon,flat,2.65,13125.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),2019.0,3.0,4,3+,7.0,North-East,Moderately Old,H68412308,sector 60,2045.0,2037.0,2019.0,0,1,0,0,0,2,152,673.0
puri diplomatic greens,flat,2.65,13590.0,Super Built up area 2215(205.78 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),1950.0,3.0,4,2,7.0,West,Relatively New,R69137466,sector 111,2215.0,,1950.0,0,1,0,0,0,2,159,650.0
sbr apartment,flat,0.68,4456.0,Built Up area: 1526 (141.77 sq.m.),1526.0,3.0,3,3,2.0,,Moderately Old,J69036924,sector 1a,,1526.0,,0,0,0,0,0,0,0,508.6666666666667
tulip violet,flat,1.38,8967.0,Super Built up area 1538(142.88 sq.m.),1539.0,3.0,3,1,12.0,West,Relatively New,B69355010,sector 69,1538.0,,,0,0,0,1,0,0,86,513.0
ansal sushant residency,house,4.6,17037.0,Plot area 300(250.84 sq.m.),2700.0,6.0,6,3,3.0,East,Old Property,,sector 57,,2700.0,,1,1,1,1,0,1,102,450.0
smart world orchard,flat,2.2,14203.0,Carpet area: 1549 (143.91 sq.m.),1549.0,3.0,3,2,4.0,North,New Property,J69350180,sector 61,,,1549.0,0,0,0,0,0,0,152,516.3333333333334
ats kocoon,flat,1.6,9169.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),1745.0,3.0,3,3,10.0,North,Relatively New,U68138998,sector 109,1745.0,1550.0,,0,0,0,0,0,0,86,581.6666666666666
dlf new town heights,flat,1.25,6477.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),1930.0,3.0,3,3+,6.0,West,Relatively New,N69266530,sector 90,1930.0,1929.0,1928.0,0,1,0,1,0,0,136,643.3333333333334
godrej,flat,1.33,8531.0,Super Built up area 1559(144.84 sq.m.),1559.0,2.0,2,3,6.0,North-West,Relatively New,W69483012,sector 79,1559.0,,,1,0,0,0,0,0,158,779.5
dlf new town heights,flat,1.51,6387.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),2364.0,4.0,4,3+,6.0,South,Relatively New,G69632410,sector 90,2364.0,2362.0,2360.0,0,1,0,1,0,2,142,591.0
dlf city plots phase 4,house,9.54,29444.0,Plot area 360(301.01 sq.m.),3240.0,6.0,5,3+,3.0,North,New Property,,sector 28,,3240.0,,1,1,1,1,0,0,153,540.0
godrej aria,flat,1.0,6653.0,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1503.0,2.0,2,2,4.0,North-West,Relatively New,P63014096,sector 79,1503.0,1300.0,1200.0,1,0,0,0,0,0,49,751.5
signature global solera,flat,0.36,5980.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),602.0,2.0,2,1,7.0,North-West,Relatively New,C69403800,sector 107,602.0,598.0,546.0,0,0,0,0,1,0,49,301.0
capital residences 360,flat,1.1,7586.0,Super Built up area 1450(134.71 sq.m.),1450.0,2.0,2,2,10.0,South-East,Relatively New,B69688910,sector 70,1450.0,,,1,0,0,0,0,0,42,725.0
supertech araville,flat,0.71,5521.0,Built Up area: 1295 (120.31 sq.m.),1286.0,2.0,2,0,9.0,,Under Construction,A12882925,sector 79,,1295.0,,0,0,0,0,0,0,0,643.0
ramson kshitij sec-95 gurugram,flat,0.27,2700.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),1000.0,2.0,2,0,1.0,West,Undefined,V68346118,sector 95,1000.0,,550.0,0,0,0,0,0,0,0,500.0
lord krishna,flat,2.7,8571.0,Built Up area: 3150 (292.64 sq.m.),3150.0,4.0,3,3,6.0,North-East,Undefined,Z68946778,sector 12a,,3150.0,,0,0,0,0,0,0,0,787.5
m3m soulitude,flat,1.25,8784.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),1423.0,3.0,3,0,4.0,,Undefined,Q68653922,sector 89,,1423.0,1190.0,0,0,0,0,0,0,61,474.3333333333333
dlf express greens,flat,1.5,6359.0,Super Built up area 2359(219.16 sq.m.),2359.0,4.0,5,3+,10.0,East,New Property,Z29421515,sector 1a,2359.0,,,0,1,0,0,0,0,32,589.75
uppal southend,house,6.75,32328.0,Built Up area: 232 (193.98 sq.m.),2088.0,4.0,4,3,3.0,West,Relatively New,,sector 49,,232.0,,0,1,0,0,0,2,26,522.0
eros rosewood city,house,3.75,22046.0,Plot area 189(158.03 sq.m.),1701.0,3.0,3,1,2.0,South,Old Property,,sector 49,,1701.0,,0,0,0,1,0,2,6,567.0
unitech greenwood city,flat,2.4,12346.0,Super Built up area 216(180.6 sq.m.),1944.0,3.0,3,2,1.0,North-West,New Property,G69464840,sector 45,216.0,,,0,1,0,0,0,2,19,648.0
tulip leaf,flat,2.07,11424.0,Super Built up area 1812(168.34 sq.m.),1812.0,3.0,3,3,16.0,South-West,Relatively New,D69180036,sector 69,1812.0,,,0,0,0,0,0,0,49,604.0
mapsko casa bella,flat,1.3,6379.0,Super Built up area 1960(182.09 sq.m.),2038.0,4.0,4,3+,1.0,North,Relatively New,E62464936,sector 82,1960.0,,,0,1,0,0,0,0,130,509.5
signature global solera,flat,0.49,8221.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),596.0,2.0,2,1,8.0,South-West,Relatively New,Y69403834,sector 107,602.0,598.0,,0,0,0,0,1,1,49,298.0
ambience creacions,flat,1.65,11957.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1380.0,2.0,2,2,9.0,East,Relatively New,X70126650,sector 22,1380.0,1200.0,1000.0,0,0,0,1,1,1,133,690.0
signature global solera,flat,0.4,6645.0,Super Built up area 602(55.93 sq.m.)Carpet area: 548 sq.ft. (50.91 sq.m.),602.0,2.0,2,1,7.0,,Relatively New,V69442008,sector 107,602.0,,548.0,0,0,0,0,0,2,55,301.0
m3m merlin,flat,3.4,14419.0,Super Built up area 2358(219.07 sq.m.),2358.0,3.0,4,3,17.0,North,Relatively New,K69205334,sector 67,2358.0,,,0,1,0,0,0,2,174,786.0
ireo the corridors,flat,1.6,9265.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),1727.0,3.0,3,2,3.0,North,New Property,V69440184,sector 67,1727.0,,1017.0,0,0,1,0,0,2,142,575.6666666666666
independent,house,3.35,26973.0,Plot area 138(115.39 sq.m.),1242.0,1.0,1,0,1.0,East,Old Property,,c block sushant lok phase 1,,1242.0,,0,0,0,0,0,0,9,1242.0
la lagune,flat,6.75,21361.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3160.0,4.0,6,3+,11.0,East,Moderately Old,B66133960,sector 54,3160.0,2455.0,2240.0,0,1,0,0,0,2,119,790.0
corona optus,flat,1.4,7035.0,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),1990.0,3.0,3,3+,4.0,South,Relatively New,O69464448,sector 37c,1990.0,1890.0,1790.0,0,1,0,0,0,0,149,663.3333333333334
imperia aashiyara,flat,0.4,5882.0,Carpet area: 680 (63.17 sq.m.),680.0,2.0,2,3,3.0,,Under Construction,Z68299634,sector 37c,,,680.0,0,0,0,0,0,0,126,340.0
ramsons kshitij,flat,0.35,5495.0,Built Up area: 637 (59.18 sq.m.),637.0,2.0,2,0,5.0,,Undefined,Z65720898,sector 95,,637.0,,0,0,0,0,0,0,0,318.5
pareena mi casa,flat,1.7,8504.0,Super Built up area 1999(185.71 sq.m.),1999.0,4.0,4,3,2.0,,New Property,E68365074,sector 68,1999.0,,,0,0,0,0,0,0,47,499.75
vatika india next,house,6.8,20988.0,Plot area 360(301.01 sq.m.),3240.0,4.0,4,3+,3.0,North-East,Relatively New,,sector 82,,3240.0,,0,1,0,0,0,1,110,810.0
ireo uptown,flat,1.85,12568.0,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),1472.0,2.0,3,3,16.0,South-East,Relatively New,Y43156359,sector 66,1472.0,1470.0,1251.0,0,1,0,0,1,2,79,736.0
dlf new town heights,flat,1.3,6736.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),1930.0,3.0,3,3+,10.0,South,Relatively New,I69266172,sector 90,1930.0,1929.0,1928.0,0,1,0,1,0,2,129,643.3333333333334
experion windchants,flat,3.29,11742.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),2802.0,3.0,3,3+,2.0,South,Relatively New,R60457544,sector 112,2802.0,2225.56,,0,1,0,0,0,2,152,934.0
independent,house,3.5,24306.0,Carpet area: 160 (133.78 sq.m.),1440.0,3.0,3,2,1.0,East,Relatively New,,sector 38,,,160.0,0,0,0,0,0,0,0,480.0
vatika xpressions,flat,1.1,8148.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1350.0,2.0,4,3+,2.0,North-East,Under Construction,S50764468,sector 88b,,1350.0,1050.0,1,0,0,0,0,0,58,675.0
supertech hues,flat,0.9,7627.0,Carpet area: 1180 (109.63 sq.m.),1180.0,2.0,2,2,1.0,East,New Property,L68419576,sector 68,,,1180.0,0,0,0,0,0,0,44,590.0
independent,house,2.95,15989.0,Plot area 205(171.41 sq.m.),1845.0,4.0,4,3+,2.0,North-West,Old Property,,sector 2,,1845.0,,0,0,0,0,0,0,27,461.25
umang monsoon breeze,flat,1.2,6494.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),1848.0,3.0,3,2,8.0,,Moderately Old,R61360534,sector 78,2250.0,,1848.0,0,0,0,1,0,1,8,616.0
signature global solera,flat,0.28,5726.0,Carpet area: 489 (45.43 sq.m.),489.0,2.0,2,2,6.0,West,Relatively New,U69217200,sector 107,,,489.0,0,0,0,0,0,0,45,244.5
independent,house,0.69,9103.0,Built Up area: 758 (70.42 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),758.0,1.0,1,1,2.0,,Undefined,,sector 7,,758.0,500.0,0,0,0,0,0,0,0,758.0
indiabulls centrum park,flat,1.32,7788.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1695.0,3.0,3,3+,6.0,North-East,Relatively New,P69850302,sector 103,1695.0,1300.0,1200.0,1,0,0,0,0,0,49,565.0
corona optus,flat,1.43,7186.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),1990.0,3.0,3,3+,2.0,North,Relatively New,Y70044792,sector 37c,1990.0,,1680.0,0,1,0,0,1,0,49,663.3333333333334
paras dews,flat,1.35,7297.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,4.0,4,3+,18.0,North-East,Relatively New,P69626214,sector 106,2355.0,2100.0,1850.0,0,1,0,1,0,2,174,462.5
unitech the residences,flat,1.35,8738.0,Super Built up area 1545(143.54 sq.m.),1545.0,3.0,4,2,8.0,North-East,Moderately Old,C69428930,sector 33,1545.0,,,0,1,0,0,0,0,49,515.0
sobha city,flat,2.4,17379.0,Super Built up area 1381(128.3 sq.m.),1381.0,2.0,2,2,14.0,,New Property,K70067632,sector 108,1381.0,,,0,0,0,0,0,2,113,690.5
sidhartha ncr greens,flat,0.6,5576.0,Super Built up area 1076(99.96 sq.m.),1076.0,2.0,2,2,14.0,,Relatively New,F58024702,sector 95,1076.0,,,1,0,0,0,0,0,31,538.0
puri emerald bay,flat,2.65,15006.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1765.73 sq.ft. (164.04 sq.m.),1766.0,3.0,4,3,15.0,North-East,Relatively New,L69551250,sector 104,2450.0,,1765.73,0,1,0,0,0,2,174,588.6666666666666
dlf new town heights,flat,1.25,6477.0,Super Built up area 1930(179.3 sq.m.),1930.0,3.0,4,3+,2.0,South-West,Relatively New,L43236671,sector 86,1930.0,,,0,1,0,1,0,0,65,643.3333333333334
umang winter hills,flat,0.86,6408.0,Super Built up area 1342(124.68 sq.m.),1342.0,2.0,2,2,16.0,,New Property,J54539884,sector 77,1342.0,,,0,0,0,0,0,2,79,671.0
ss the leaf,flat,1.07,6524.0,Super Built up area 1640(152.36 sq.m.),1640.0,2.0,2,3,21.0,South,Relatively New,U69233522,sector 85,1640.0,,,0,0,0,1,0,0,67,820.0
dlf regal gardens,flat,1.75,7901.0,Super Built up area 2215(205.78 sq.m.),2215.0,4.0,4,3+,3.0,East,Relatively New,E69221550,sector 90,2215.0,,,0,0,0,0,1,0,6,553.75
ansal housing highland park,flat,0.8,5878.0,Super Built up area 1361(126.44 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.),1361.0,2.0,2,3,3.0,East,New Property,Y68584460,sector 103,1361.0,1089.0,705.0,0,0,0,1,0,0,174,680.5
shree vardhman flora,flat,1.25,4854.0,Super Built up area 2575(239.23 sq.m.),2575.0,4.0,5,2,8.0,South,Relatively New,L69230920,sector 90,2575.0,,,1,1,0,0,0,0,165,643.75
puri diplomatic greens,house,9.0,11250.0,Built Up area: 8000 (743.22 sq.m.),8000.0,5.0,5,3+,3.0,North-East,Relatively New,,sector 111,,8000.0,,0,1,0,0,0,0,112,1600.0
pivotal devaan,flat,0.34,5832.0,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),583.0,2.0,2,1,3.0,East,Relatively New,X69623938,sector 84,583.0,,484.0,0,0,1,0,0,0,75,291.5
emaar palm gardens,flat,1.75,9211.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3.0,3,3+,11.0,East,Relatively New,I69881898,sector 83,1900.0,,1240.04,0,1,0,0,0,0,120,633.3333333333334
ats triumph,flat,2.0,8734.0,Super Built up area 2290(212.75 sq.m.),2290.0,3.0,4,3+,4.0,,Relatively New,O69034342,sector 104,2290.0,,,0,1,0,0,0,0,60,763.3333333333334
om apartment dayanand colony,flat,0.26,4370.0,Carpet area: 583 (54.16 sq.m.),595.0,1.0,1,1,3.0,North-East,Relatively New,F69282174,sector 5,,,583.0,0,0,0,0,0,0,14,595.0
independent,house,0.59,10085.0,Plot area 585(54.35 sq.m.),585.0,2.0,2,2,2.0,,Moderately Old,,sector 8,,585.0,,0,0,0,0,1,0,7,292.5
